"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Moved in 2005 or later","872,670","±11,084","47.3%","±0.5","142,053","±4,589","55.2%","±1.5","1,341,252","±14,367","56.9%","±0.5","570,097","±8,468","50.6%","±0.6","6,300,303","±31,046","50.5%","±0.2","1,092,791","±14,000","55.3%","±0.6","567,122","±10,074","42.0%","±0.6","153,988","±4,902","46.2%","±1.3","157,959","±4,095","58.8%","±1.3","3,594,352","±27,922","50.6%","±0.3","1,830,684","±16,940","52.4%","±0.4","211,462","±5,506","47.1%","±1.0","307,745","±7,445","53.0%","±1.0","2,161,797","±19,159","45.6%","±0.4","1,152,590","±10,227","46.7%","±0.4","555,840","±8,812","45.7%","±0.6","550,821","±7,032","50.0%","±0.6","762,647","±9,624","45.6%","±0.5","841,483","±11,843","49.4%","±0.6","239,339","±5,373","43.4%","±0.8","968,671","±12,709","45.4%","±0.5","1,132,258","±13,285","44.7%","±0.5","1,591,631","±14,060","42.2%","±0.3","920,158","±11,580","43.9%","±0.5","499,878","±9,227","46.2%","±0.8","1,142,577","±12,414","48.8%","±0.5","195,946","±5,693","48.5%","±1.1","353,517","±6,398","48.8%","±0.8","606,857","±11,888","61.8%","±1.0","222,845","±5,211","43.1%","±0.9","1,358,464","±13,181","42.9%","±0.4","366,916","±7,611","47.8%","±0.9","3,009,904","±23,547","41.9%","±0.3","1,833,816","±19,320","49.8%","±0.5","140,718","±3,981","49.6%","±1.2","2,022,722","±16,008","44.6%","±0.3","757,525","±9,175","52.5%","±0.6","810,822","±10,534","53.4%","±0.6","1,992,495","±15,670","40.4%","±0.3","186,416","±4,578","45.2%","±1.0","853,420","±13,102","48.2%","±0.6","155,970","±4,208","48.3%","±1.2","1,205,292","±12,247","48.8%","±0.5","4,899,702","±27,422","55.4%","±0.3","480,034","±8,483","54.3%","±0.8","105,313","±3,210","40.9%","±1.1","1,442,369","±12,683","48.2%","±0.4","1,402,727","±14,156","53.3%","±0.5","287,157","±6,737","39.0%","±0.7","1,018,375","±10,164","44.8%","±0.4","117,277","±3,975","52.7%","±1.4","410,827","±8,745","32.7%","±0.6"
"    Moved in 2000 to 2004","280,222","±7,663","15.2%","±0.4","38,455","±2,788","14.9%","±1.1","409,680","±10,330","17.4%","±0.4","175,175","±5,664","15.5%","±0.5","2,051,187","±20,466","16.5%","±0.2","330,582","±8,796","16.7%","±0.5","225,056","±6,792","16.7%","±0.5","57,770","±3,395","17.3%","±1.0","34,713","±3,041","12.9%","±1.1","1,341,378","±17,733","18.9%","±0.3","570,977","±13,718","16.3%","±0.4","62,936","±4,075","14.0%","±0.9","95,775","±4,654","16.5%","±0.8","797,352","±13,812","16.8%","±0.3","400,273","±8,125","16.2%","±0.3","191,836","±5,626","15.8%","±0.5","172,196","±5,878","15.6%","±0.5","273,062","±7,244","16.3%","±0.4","241,471","±6,891","14.2%","±0.4","85,348","±3,792","15.5%","±0.7","366,482","±9,165","17.2%","±0.4","379,682","±8,587","15.0%","±0.3","603,229","±10,859","16.0%","±0.3","350,201","±6,872","16.7%","±0.3","153,053","±6,359","14.2%","±0.6","374,462","±9,277","16.0%","±0.4","62,392","±2,915","15.4%","±0.7","110,470","±4,396","15.3%","±0.6","168,708","±7,366","17.2%","±0.8","90,206","±3,922","17.5%","±0.8","558,565","±9,462","17.6%","±0.3","126,842","±5,832","16.5%","±0.8","1,102,890","±13,941","15.3%","±0.2","580,917","±11,417","15.8%","±0.3","38,940","±2,472","13.7%","±0.9","724,014","±9,704","16.0%","±0.2","215,389","±6,354","14.9%","±0.4","252,939","±7,853","16.7%","±0.5","757,565","±11,476","15.3%","±0.2","60,888","±3,562","14.8%","±0.8","278,264","±8,748","15.7%","±0.5","52,766","±3,419","16.3%","±1.0","383,409","±10,079","15.5%","±0.4","1,377,335","±18,492","15.6%","±0.2","133,948","±5,550","15.1%","±0.6","42,620","±2,166","16.6%","±0.8","484,336","±10,070","16.2%","±0.3","432,138","±10,041","16.4%","±0.4","110,373","±3,876","15.0%","±0.5","376,127","±8,099","16.5%","±0.3","31,678","±2,521","14.2%","±1.1","179,913","±6,523","14.3%","±0.5"
"    Moved in 1990 to 1999","334,264","±8,149","18.1%","±0.4","41,465","±2,616","16.1%","±1.0","369,424","±9,870","15.7%","±0.4","193,094","±6,265","17.1%","±0.5","2,109,099","±17,685","16.9%","±0.1","313,520","±8,241","15.9%","±0.4","249,200","±6,496","18.4%","±0.5","61,500","±3,303","18.5%","±1.0","35,449","±2,584","13.2%","±0.9","1,292,738","±18,025","18.2%","±0.2","576,149","±13,278","16.5%","±0.4","70,664","±3,447","15.8%","±0.7","95,301","±4,313","16.4%","±0.7","860,040","±11,321","18.2%","±0.2","445,304","±10,279","18.0%","±0.4","213,800","±5,363","17.6%","±0.4","181,654","±5,593","16.5%","±0.5","306,338","±7,378","18.3%","±0.4","269,672","±6,854","15.8%","±0.4","100,075","±3,793","18.1%","±0.7","388,401","±7,749","18.2%","±0.4","463,083","±8,249","18.3%","±0.3","739,678","±10,006","19.6%","±0.3","406,711","±6,241","19.4%","±0.3","200,895","±6,943","18.6%","±0.6","412,911","±8,340","17.6%","±0.3","72,739","±3,375","18.0%","±0.8","119,870","±4,408","16.6%","±0.6","145,118","±5,863","14.8%","±0.6","97,377","±3,690","18.9%","±0.7","593,811","±10,427","18.7%","±0.3","133,745","±5,490","17.4%","±0.7","1,353,839","±14,546","18.8%","±0.2","611,474","±14,306","16.6%","±0.4","50,310","±2,584","17.7%","±0.9","810,544","±12,289","17.9%","±0.3","227,555","±6,277","15.8%","±0.4","248,901","±6,877","16.4%","±0.4","888,333","±12,499","18.0%","±0.2","71,065","±3,847","17.2%","±0.9","302,620","±9,689","17.1%","±0.5","56,177","±2,731","17.4%","±0.8","436,139","±9,815","17.7%","±0.4","1,333,369","±20,356","15.1%","±0.2","139,429","±4,647","15.8%","±0.5","49,202","±2,278","19.1%","±0.9","515,303","±10,748","17.2%","±0.3","431,360","±8,871","16.4%","±0.3","139,330","±4,316","18.9%","±0.6","428,026","±7,525","18.8%","±0.3","37,520","±2,610","16.9%","±1.2","234,298","±7,731","18.7%","±0.6"
"    Moved in 1980 to 1989","147,703","±4,800","8.0%","±0.3","21,320","±2,117","8.3%","±0.8","134,076","±5,275","5.7%","±0.2","89,898","±4,796","8.0%","±0.4","968,306","±13,609","7.8%","±0.1","116,195","±4,178","5.9%","±0.2","135,138","±5,256","10.0%","±0.4","28,264","±2,282","8.5%","±0.7","16,078","±1,747","6.0%","±0.6","526,101","±11,612","7.4%","±0.2","255,267","±8,561","7.3%","±0.2","41,991","±3,003","9.4%","±0.7","40,190","±2,987","6.9%","±0.5","411,672","±8,109","8.7%","±0.2","198,730","±6,019","8.1%","±0.2","103,433","±3,442","8.5%","±0.3","89,691","±3,705","8.1%","±0.3","144,680","±5,128","8.7%","±0.3","142,746","±5,148","8.4%","±0.3","60,363","±2,670","10.9%","±0.5","198,159","±6,496","9.3%","±0.3","236,516","±4,989","9.3%","±0.2","356,153","±6,236","9.4%","±0.2","197,808","±4,576","9.4%","±0.2","98,035","±4,770","9.1%","±0.4","189,211","±5,846","8.1%","±0.2","32,797","±2,207","8.1%","±0.5","61,132","±2,574","8.4%","±0.4","34,979","±3,780","3.6%","±0.4","56,959","±2,960","11.0%","±0.6","295,334","±6,760","9.3%","±0.2","68,366","±3,218","8.9%","±0.4","727,957","±12,389","10.1%","±0.2","280,097","±8,807","7.6%","±0.2","23,034","±1,549","8.1%","±0.5","398,076","±8,016","8.8%","±0.2","109,348","±3,858","7.6%","±0.3","99,186","±4,229","6.5%","±0.3","511,337","±9,939","10.4%","±0.2","37,551","±2,646","9.1%","±0.6","140,099","±6,808","7.9%","±0.4","25,870","±1,755","8.0%","±0.5","191,550","±6,376","7.8%","±0.3","604,060","±12,434","6.8%","±0.1","56,847","±3,097","6.4%","±0.3","30,995","±2,195","12.0%","±0.8","260,545","±7,288","8.7%","±0.2","190,013","±5,955","7.2%","±0.2","78,127","±3,649","10.6%","±0.5","198,489","±5,491","8.7%","±0.2","18,655","±1,673","8.4%","±0.7","163,543","±5,722","13.0%","±0.4"
"    Moved in 1970 to 1979","112,707","±4,025","6.1%","±0.2","9,887","±1,100","3.8%","±0.4","67,696","±3,660","2.9%","±0.2","59,783","±2,895","5.3%","±0.3","630,326","±10,268","5.1%","±0.1","76,580","±3,555","3.9%","±0.2","89,005","±3,524","6.6%","±0.3","16,983","±1,738","5.1%","±0.5","12,697","±1,526","4.7%","±0.6","225,221","±7,822","3.2%","±0.1","152,866","±5,846","4.4%","±0.2","30,647","±2,149","6.8%","±0.5","25,278","±2,006","4.4%","±0.3","279,741","±6,581","5.9%","±0.1","146,662","±4,755","5.9%","±0.2","81,748","±3,003","6.7%","±0.2","60,503","±2,921","5.5%","±0.3","102,823","±4,500","6.1%","±0.3","116,153","±4,207","6.8%","±0.3","38,148","±1,906","6.9%","±0.3","116,665","±4,259","5.5%","±0.2","155,015","±4,751","6.1%","±0.2","261,467","±6,122","6.9%","±0.2","122,476","±3,642","5.8%","±0.2","76,162","±3,588","7.0%","±0.3","125,732","±4,008","5.4%","±0.2","23,633","±1,935","5.8%","±0.5","45,342","±2,339","6.3%","±0.3","17,678","±1,621","1.8%","±0.2","28,412","±1,938","5.5%","±0.4","184,841","±5,476","5.8%","±0.2","39,059","±2,639","5.1%","±0.3","540,590","±9,568","7.5%","±0.1","201,566","±7,162","5.5%","±0.2","17,171","±1,250","6.1%","±0.4","306,844","±6,762","6.8%","±0.1","80,636","±2,656","5.6%","±0.2","66,087","±3,778","4.4%","±0.3","376,404","±7,968","7.6%","±0.2","27,200","±2,219","6.6%","±0.5","105,425","±5,066","6.0%","±0.3","18,557","±1,404","5.7%","±0.4","136,375","±4,845","5.5%","±0.2","378,663","±9,532","4.3%","±0.1","42,044","±2,694","4.8%","±0.3","17,251","±1,319","6.7%","±0.5","155,672","±5,400","5.2%","±0.2","107,027","±3,895","4.1%","±0.1","64,701","±3,283","8.8%","±0.4","136,810","±4,168","6.0%","±0.2","10,937","±1,199","4.9%","±0.5","151,072","±5,303","12.0%","±0.4"
"    Moved in 1969 or earlier","96,980","±3,770","5.3%","±0.2","4,150","±803","1.6%","±0.3","33,927","±2,538","1.4%","±0.1","39,574","±2,408","3.5%","±0.2","409,522","±9,677","3.3%","±0.1","45,720","±2,123","2.3%","±0.1","86,122","±3,433","6.4%","±0.3","14,687","±1,271","4.4%","±0.4","11,774","±1,256","4.4%","±0.5","126,493","±5,806","1.8%","±0.1","108,599","±4,148","3.1%","±0.1","30,863","±2,027","6.9%","±0.5","15,904","±1,526","2.7%","±0.3","226,606","±5,818","4.8%","±0.1","123,552","±3,882","5.0%","±0.2","70,108","±2,760","5.8%","±0.2","46,836","±2,001","4.3%","±0.2","82,584","±3,937","4.9%","±0.2","90,505","±3,965","5.3%","±0.2","28,778","±1,804","5.2%","±0.3","96,139","±3,654","4.5%","±0.2","165,513","±5,167","6.5%","±0.2","220,275","±4,289","5.8%","±0.1","99,123","±3,238","4.7%","±0.2","52,968","±3,204","4.9%","±0.3","96,181","±3,467","4.1%","±0.1","16,743","±1,356","4.1%","±0.3","33,469","±1,621","4.6%","±0.2","9,012","±1,358","0.9%","±0.1","20,655","±1,785","4.0%","±0.3","176,614","±4,502","5.6%","±0.1","32,357","±2,515","4.2%","±0.3","452,758","±9,320","6.3%","±0.1","175,494","±6,750","4.8%","±0.2","13,267","±1,113","4.7%","±0.4","276,355","±6,401","6.1%","±0.1","52,278","±2,302","3.6%","±0.2","39,044","±2,807","2.6%","±0.2","411,199","±6,063","8.3%","±0.1","29,139","±1,960","7.1%","±0.5","89,006","±4,263","5.0%","±0.2","13,875","±1,288","4.3%","±0.4","114,663","±4,572","4.6%","±0.2","257,241","±7,160","2.9%","±0.1","31,951","±2,387","3.6%","±0.3","11,977","±1,079","4.7%","±0.4","132,425","±4,335","4.4%","±0.1","69,356","±3,342","2.6%","±0.1","55,720","±2,859","7.6%","±0.4","117,525","±3,204","5.2%","±0.1","6,472","±769","2.9%","±0.3","116,498","±3,769","9.3%","±0.3"
"VEHICLES AVAILABLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,844,546","±11,416","1,844,546","(X)","257,330","±3,380","257,330","(X)","2,356,055","±12,130","2,356,055","(X)","1,127,621","±7,837","1,127,621","(X)","12,468,743","±22,250","12,468,743","(X)","1,975,388","±9,057","1,975,388","(X)","1,351,643","±7,309","1,351,643","(X)","333,192","±3,426","333,192","(X)","268,670","±3,200","268,670","(X)","7,106,283","±31,131","7,106,283","(X)","3,494,542","±15,336","3,494,542","(X)","448,563","±5,562","448,563","(X)","580,193","±6,204","580,193","(X)","4,737,208","±12,865","4,737,208","(X)","2,467,111","±11,107","2,467,111","(X)","1,216,765","±7,072","1,216,765","(X)","1,101,701","±5,567","1,101,701","(X)","1,672,134","±9,367","1,672,134","(X)","1,702,030","±9,725","1,702,030","(X)","552,051","±5,238","552,051","(X)","2,134,517","±9,936","2,134,517","(X)","2,532,067","±9,349","2,532,067","(X)","3,772,433","±14,208","3,772,433","(X)","2,096,477","±7,824","2,096,477","(X)","1,080,991","±8,431","1,080,991","(X)","2,341,074","±10,807","2,341,074","(X)","404,250","±4,567","404,250","(X)","723,800","±4,514","723,800","(X)","982,352","±9,598","982,352","(X)","516,454","±4,150","516,454","(X)","3,167,629","±9,918","3,167,629","(X)","767,285","±6,715","767,285","(X)","7,187,938","±18,167","7,187,938","(X)","3,683,364","±19,202","3,683,364","(X)","283,440","±2,528","283,440","(X)","4,538,555","±15,280","4,538,555","(X)","1,442,731","±7,338","1,442,731","(X)","1,516,979","±8,379","1,516,979","(X)","4,937,333","±13,801","4,937,333","(X)","412,259","±3,948","412,259","(X)","1,768,834","±12,783","1,768,834","(X)","323,215","±3,255","323,215","(X)","2,467,428","±12,592","2,467,428","(X)","8,850,370","±21,114","8,850,370","(X)","884,253","±5,722","884,253","(X)","257,358","±2,656","257,358","(X)","2,990,650","±13,887","2,990,650","(X)","2,632,621","±9,876","2,632,621","(X)","735,408","±6,147","735,408","(X)","2,275,352","±8,388","2,275,352","(X)","222,539","±3,310","222,539","(X)","1,256,151","±8,804","1,256,151","(X)"
"    No vehicles available","117,334","±5,454","6.4%","±0.3","24,851","±1,908","9.7%","±0.7","166,363","±6,942","7.1%","±0.3","70,554","±3,571","6.3%","±0.3","999,638","±13,493","8.0%","±0.1","115,309","±4,552","5.8%","±0.2","125,897","±4,674","9.3%","±0.3","19,174","±1,961","5.8%","±0.6","103,521","±3,937","38.5%","±1.3","520,476","±11,846","7.3%","±0.2","238,693","±8,824","6.8%","±0.2","40,130","±3,058","8.9%","±0.7","26,079","±2,480","4.5%","±0.4","523,861","±10,551","11.1%","±0.2","173,346","±7,539","7.0%","±0.3","71,817","±3,545","5.9%","±0.3","55,989","±3,226","5.1%","±0.3","134,343","±5,753","8.0%","±0.3","152,490","±6,131","9.0%","±0.4","43,033","±2,719","7.8%","±0.5","209,843","±6,929","9.8%","±0.3","321,080","±7,542","12.7%","±0.3","295,620","±7,487","7.8%","±0.2","153,164","±5,231","7.3%","±0.3","74,817","±3,947","6.9%","±0.4","175,528","±6,365","7.5%","±0.3","20,664","±2,010","5.1%","±0.5","44,925","±2,885","6.2%","±0.4","78,020","±4,760","7.9%","±0.5","24,204","±2,273","4.7%","±0.4","377,051","±8,147","11.9%","±0.3","48,361","±4,069","6.3%","±0.5","2,117,280","±19,164","29.5%","±0.2","249,166","±7,657","6.8%","±0.2","16,378","±1,567","5.8%","±0.6","384,649","±8,143","8.5%","±0.2","83,369","±3,767","5.8%","±0.3","120,719","±5,991","8.0%","±0.4","594,937","±9,123","12.0%","±0.2","39,440","±3,063","9.6%","±0.7","130,018","±6,024","7.4%","±0.3","19,243","±2,323","6.0%","±0.7","165,610","±5,646","6.7%","±0.2","538,608","±12,896","6.1%","±0.1","43,832","±2,833","5.0%","±0.3","17,788","±1,714","6.9%","±0.6","186,563","±6,737","6.2%","±0.2","184,023","±6,304","7.0%","±0.2","65,209","±3,383","8.9%","±0.4","169,751","±4,911","7.5%","±0.2","7,998","±1,567","3.6%","±0.7","240,346","±6,356","19.1%","±0.5"
"    1 vehicle available","606,312","±12,223","32.9%","±0.6","80,322","±3,309","31.2%","±1.3","909,572","±14,305","38.6%","±0.6","390,595","±9,209","34.6%","±0.8","4,080,664","±27,624","32.7%","±0.2","635,525","±11,162","32.2%","±0.6","455,877","±8,322","33.7%","±0.6","112,156","±4,637","33.7%","±1.3","118,256","±4,683","44.0%","±1.6","2,966,228","±25,915","41.7%","±0.3","1,214,750","±18,275","34.8%","±0.5","157,376","±5,947","35.1%","±1.2","165,698","±5,996","28.6%","±1.0","1,675,948","±17,827","35.4%","±0.3","821,195","±12,715","33.3%","±0.5","374,825","±6,764","30.8%","±0.6","343,099","±7,369","31.1%","±0.6","560,775","±11,634","33.5%","±0.7","628,630","±11,495","36.9%","±0.6","186,502","±4,739","33.8%","±0.9","710,232","±9,917","33.3%","±0.4","920,971","±12,528","36.4%","±0.5","1,344,464","±11,620","35.6%","±0.3","641,234","±9,931","30.6%","±0.4","380,034","±8,560","35.2%","±0.8","780,566","±11,774","33.3%","±0.5","116,233","±4,299","28.8%","±1.0","213,645","±5,735","29.5%","±0.8","370,554","±9,706","37.7%","±0.9","159,927","±5,599","31.0%","±1.0","1,124,885","±14,440","35.5%","±0.4","255,669","±6,738","33.3%","±0.8","2,344,934","±19,719","32.6%","±0.3","1,203,227","±15,778","32.7%","±0.4","82,532","±2,941","29.1%","±1.0","1,561,986","±16,356","34.4%","±0.3","489,141","±9,363","33.9%","±0.6","501,077","±9,592","33.0%","±0.6","1,692,147","±16,983","34.3%","±0.3","149,514","±4,805","36.3%","±1.2","596,240","±11,742","33.7%","±0.6","89,982","±3,986","27.8%","±1.2","827,953","±12,678","33.6%","±0.5","3,069,213","±26,318","34.7%","±0.3","238,789","±6,952","27.0%","±0.8","83,705","±3,002","32.5%","±1.1","913,409","±12,983","30.5%","±0.4","812,721","±11,310","30.9%","±0.4","267,179","±6,605","36.3%","±0.9","734,500","±9,955","32.3%","±0.4","57,082","±3,133","25.7%","±1.3","548,946","±8,850","43.7%","±0.6"
"    2 vehicles available","694,979","±13,105","37.7%","±0.6","99,462","±4,072","38.7%","±1.5","900,697","±15,494","38.2%","±0.6","446,340","±9,403","39.6%","±0.7","4,639,481","±24,479","37.2%","±0.2","785,838","±13,774","39.8%","±0.7","503,813","±9,429","37.3%","±0.6","133,361","±4,118","40.0%","±1.2","37,772","±2,848","14.1%","±1.1","2,686,646","±25,143","37.8%","±0.3","1,362,419","±19,245","39.0%","±0.5","160,810","±4,656","35.9%","±0.9","229,087","±7,586","39.5%","±1.2","1,757,225","±15,451","37.1%","±0.3","966,584","±14,124","39.2%","±0.6","479,712","±7,995","39.4%","±0.6","430,458","±7,146","39.1%","±0.6","639,576","±11,108","38.2%","±0.6","647,008","±11,269","38.0%","±0.6","225,894","±6,003","40.9%","±1.0","776,590","±10,694","36.4%","±0.5","929,333","±13,020","36.7%","±0.5","1,448,398","±14,989","38.4%","±0.3","851,436","±10,356","40.6%","±0.5","400,383","±8,565","37.0%","±0.7","901,288","±11,338","38.5%","±0.5","152,690","±5,519","37.8%","±1.3","291,573","±6,341","40.3%","±0.8","365,155","±11,763","37.2%","±1.1","224,198","±4,686","43.4%","±0.8","1,122,163","±12,960","35.4%","±0.4","288,608","±7,066","37.6%","±0.9","1,915,122","±16,755","26.6%","±0.2","1,436,272","±19,609","39.0%","±0.5","106,205","±3,267","37.5%","±1.1","1,713,790","±13,890","37.8%","±0.3","566,016","±8,435","39.2%","±0.6","583,520","±10,208","38.5%","±0.7","1,790,705","±16,027","36.3%","±0.3","156,471","±5,145","38.0%","±1.1","687,831","±15,579","38.9%","±0.8","121,987","±4,232","37.7%","±1.3","938,770","±14,673","38.0%","±0.5","3,580,643","±33,024","40.5%","±0.4","368,959","±7,243","41.7%","±0.8","104,098","±3,318","40.4%","±1.2","1,153,562","±14,004","38.6%","±0.4","996,840","±11,553","37.9%","±0.4","271,223","±6,159","36.9%","±0.8","919,774","±10,421","40.4%","±0.4","88,160","±4,046","39.6%","±1.7","350,063","±7,580","27.9%","±0.6"
