"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Total housing units","2,190,027","±209","2,190,027","(X)","307,417","±118","307,417","(X)","2,892,359","±448","2,892,359","(X)","1,329,777","±274","1,329,777","(X)","13,791,262","±659","13,791,262","(X)","2,247,291","±365","2,247,291","(X)","1,488,072","±488","1,488,072","(X)","412,015","±82","412,015","(X)","302,975","±82","302,975","(X)","9,047,973","±677","9,047,973","(X)","4,110,162","±454","4,110,162","(X)","526,305","±118","526,305","(X)","676,192","±151","676,192","(X)","5,289,653","±519","5,289,653","(X)","2,809,640","±388","2,809,640","(X)","1,349,607","±435","1,349,607","(X)","1,239,755","±265","1,239,755","(X)","1,936,634","±375","1,936,634","(X)","1,990,967","±283","1,990,967","(X)","723,140","±130","723,140","(X)","2,404,177","±294","2,404,177","(X)","2,813,641","±270","2,813,641","(X)","4,525,266","±593","4,525,266","(X)","2,368,754","±644","2,368,754","(X)","1,283,192","±201","1,283,192","(X)","2,719,109","±265","2,719,109","(X)","485,767","±162","485,767","(X)","806,888","±638","806,888","(X)","1,186,936","±122","1,186,936","(X)","616,496","±199","616,496","(X)","3,578,260","±359","3,578,260","(X)","905,134","±292","905,134","(X)","8,126,399","±557","8,126,399","(X)","4,394,515","±559","4,394,515","(X)","339,293","±180","339,293","(X)","5,124,126","±417","5,124,126","(X)","1,682,358","±207","1,682,358","(X)","1,684,107","±180","1,684,107","(X)","5,565,354","±405","5,565,354","(X)","461,658","±77","461,658","(X)","2,158,784","±213","2,158,784","(X)","370,207","±292","370,207","(X)","2,840,998","±322","2,840,998","(X)","10,256,203","±658","10,256,203","(X)","1,006,164","±170","1,006,164","(X)","323,936","±138","323,936","(X)","3,412,577","±461","3,412,577","(X)","2,928,300","±262","2,928,300","(X)","879,424","±204","879,424","(X)","2,633,420","±384","2,633,420","(X)","265,471","±91","265,471","(X)","1,572,849","±6,980","1,572,849","(X)"
"        No bedroom","27,202","±2,812","1.2%","±0.1","18,694","±1,582","6.1%","±0.5","70,402","±4,573","2.4%","±0.2","23,439","±3,273","1.8%","±0.2","485,682","±11,189","3.5%","±0.1","44,724","±4,381","2.0%","±0.2","33,805","±3,108","2.3%","±0.2","4,415","±1,127","1.1%","±0.3","23,151","±2,753","7.6%","±0.9","171,569","±7,725","1.9%","±0.1","51,128","±4,653","1.2%","±0.1","25,812","±2,265","4.9%","±0.4","12,351","±2,318","1.8%","±0.3","136,737","±6,757","2.6%","±0.1","41,803","±3,412","1.5%","±0.1","16,454","±1,749","1.2%","±0.1","27,155","±3,108","2.2%","±0.3","28,915","±2,773","1.5%","±0.1","31,176","±3,027","1.6%","±0.2","21,488","±2,414","3.0%","±0.3","32,160","±3,262","1.3%","±0.1","68,441","±3,927","2.4%","±0.1","61,913","±3,627","1.4%","±0.1","41,881","±3,456","1.8%","±0.1","14,593","±2,250","1.1%","±0.2","41,966","±3,543","1.5%","±0.1","15,856","±2,091","3.3%","±0.4","14,840","±1,992","1.8%","±0.2","34,531","±2,949","2.9%","±0.2","13,495","±1,934","2.2%","±0.3","82,425","±5,180","2.3%","±0.1","26,111","±2,454","2.9%","±0.3","360,518","±12,459","4.4%","±0.2","57,325","±4,335","1.3%","±0.1","6,431","±1,463","1.9%","±0.4","72,154","±4,810","1.4%","±0.1","26,316","±2,126","1.6%","±0.1","44,706","±3,324","2.7%","±0.2","107,983","±5,652","1.9%","±0.1","10,608","±1,693","2.3%","±0.4","24,169","±3,142","1.1%","±0.1","5,199","±1,332","1.4%","±0.4","38,028","±3,685","1.3%","±0.1","203,224","±8,804","2.0%","±0.1","12,366","±1,847","1.2%","±0.2","8,818","±1,271","2.7%","±0.4","51,037","±3,917","1.5%","±0.1","80,857","±5,344","2.8%","±0.2","11,595","±1,604","1.3%","±0.2","44,505","±2,989","1.7%","±0.1","5,380","±1,113","2.0%","±0.4","32,165","±2,687","2.0%","±0.2"
"        1 bedroom","133,202","±6,304","6.1%","±0.3","43,383","±2,862","14.1%","±0.9","337,280","±7,985","11.7%","±0.3","94,877","±4,888","7.1%","±0.4","1,948,975","±19,602","14.1%","±0.1","262,371","±8,535","11.7%","±0.4","183,346","±6,583","12.3%","±0.4","29,287","±2,483","7.1%","±0.6","96,185","±3,684","31.7%","±1.2","945,141","±14,897","10.4%","±0.2","309,790","±8,933","7.5%","±0.2","75,744","±3,645","14.4%","±0.7","49,414","±3,621","7.3%","±0.5","617,772","±8,582","11.7%","±0.2","259,250","±7,340","9.2%","±0.3","130,232","±5,139","9.6%","±0.4","117,461","±4,616","9.5%","±0.4","158,628","±6,016","8.2%","±0.3","180,827","±5,967","9.1%","±0.3","90,930","±4,637","12.6%","±0.6","253,934","±7,321","10.6%","±0.3","390,323","±9,060","13.9%","±0.3","414,380","±9,149","9.2%","±0.2","274,888","±6,652","11.6%","±0.3","74,839","±4,000","5.8%","±0.3","263,156","±6,995","9.7%","±0.3","51,908","±2,804","10.7%","±0.6","87,729","±3,962","10.9%","±0.5","128,669","±5,118","10.8%","±0.4","65,853","±3,699","10.7%","±0.6","506,922","±10,303","14.2%","±0.3","80,938","±3,957","8.9%","±0.4","1,599,053","±19,332","19.7%","±0.2","285,286","±7,272","6.5%","±0.2","33,041","±2,607","9.7%","±0.8","487,499","±9,794","9.5%","±0.2","150,495","±5,044","8.9%","±0.3","172,308","±6,160","10.2%","±0.4","583,597","±11,628","10.5%","±0.2","64,907","±3,463","14.1%","±0.8","122,201","±5,305","5.7%","±0.2","38,711","±2,778","10.5%","±0.8","218,636","±6,444","7.7%","±0.2","1,317,175","±20,280","12.8%","±0.2","70,255","±3,214","7.0%","±0.3","39,211","±2,621","12.1%","±0.8","288,551","±7,680","8.5%","±0.2","350,753","±10,417","12.0%","±0.4","63,146","±4,025","7.2%","±0.5","258,652","±6,602","9.8%","±0.3","23,713","±2,724","8.9%","±1.0","100,144","±4,713","6.4%","±0.3"
"        2 bedrooms","529,353","±10,946","24.2%","±0.5","82,573","±3,179","26.9%","±1.0","795,084","±11,535","27.5%","±0.4","359,990","±8,826","27.1%","±0.7","3,870,629","±26,437","28.1%","±0.2","579,392","±10,796","25.8%","±0.5","404,104","±8,396","27.2%","±0.6","82,196","±3,827","19.9%","±0.9","82,161","±3,754","27.1%","±1.2","3,067,898","±22,001","33.9%","±0.2","954,109","±14,652","23.2%","±0.4","134,960","±4,927","25.6%","±0.9","162,485","±5,255","24.0%","±0.8","1,537,441","±16,108","29.1%","±0.3","749,197","±9,802","26.7%","±0.3","376,883","±7,864","27.9%","±0.6","327,988","±5,718","26.5%","±0.5","526,801","±9,641","27.2%","±0.5","480,498","±10,376","24.1%","±0.5","221,150","±6,001","30.6%","±0.8","523,662","±9,705","21.8%","±0.4","804,494","±10,324","28.6%","±0.4","1,187,057","±13,503","26.2%","±0.3","625,895","±9,991","26.4%","±0.4","291,586","±8,020","22.7%","±0.6","746,176","±11,234","27.4%","±0.4","133,400","±4,107","27.5%","±0.8","219,514","±5,699","27.2%","±0.7","320,098","±7,259","27.0%","±0.6","187,815","±4,959","30.5%","±0.8","952,068","±11,940","26.6%","±0.3","231,973","±5,559","25.6%","±0.6","2,179,722","±22,191","26.8%","±0.3","1,155,610","±14,433","26.3%","±0.3","98,532","±4,441","29.0%","±1.3","1,361,037","±16,508","26.6%","±0.3","427,564","±7,139","25.4%","±0.4","476,988","±8,566","28.3%","±0.5","1,279,225","±14,626","23.0%","±0.3","136,119","±5,140","29.5%","±1.1","549,247","±10,213","25.4%","±0.5","101,946","±4,415","27.5%","±1.2","750,036","±10,200","26.4%","±0.4","2,397,235","±20,485","23.4%","±0.2","198,487","±5,901","19.7%","±0.6","89,209","±3,608","27.5%","±1.1","810,117","±12,220","23.7%","±0.4","764,861","±12,136","26.1%","±0.4","248,403","±6,803","28.2%","±0.8","764,048","±10,670","29.0%","±0.4","65,516","±3,561","24.7%","±1.3","336,468","±8,843","21.4%","±0.5"
"        3 bedrooms","1,086,933","±12,428","49.6%","±0.6","107,516","±3,838","35.0%","±1.3","1,080,384","±13,419","37.4%","±0.5","665,797","±10,049","50.1%","±0.8","4,577,841","±28,046","33.2%","±0.2","762,135","±9,922","33.9%","±0.4","541,714","±9,949","36.4%","±0.7","187,540","±4,712","45.5%","±1.1","64,331","±2,846","21.2%","±0.9","3,459,529","±23,635","38.2%","±0.3","1,790,080","±14,178","43.6%","±0.3","182,061","±5,357","34.6%","±1.0","274,111","±6,199","40.5%","±0.9","1,932,352","±15,501","36.5%","±0.3","1,225,736","±11,995","43.6%","±0.4","526,770","±7,520","39.0%","±0.6","465,521","±6,872","37.5%","±0.6","879,521","±9,880","45.4%","±0.5","977,047","±11,315","49.1%","±0.6","269,622","±5,768","37.3%","±0.8","910,095","±11,597","37.9%","±0.5","978,769","±10,842","34.8%","±0.4","1,989,947","±12,798","44.0%","±0.3","806,504","±9,479","34.0%","±0.4","687,476","±8,066","53.6%","±0.6","1,150,919","±11,586","42.3%","±0.4","170,788","±4,727","35.2%","±1.0","294,718","±6,309","36.5%","±0.8","441,725","±8,631","37.2%","±0.7","235,735","±5,648","38.2%","±0.9","1,168,359","±14,235","32.7%","±0.4","420,936","±7,843","46.5%","±0.9","2,562,878","±21,210","31.5%","±0.3","2,088,329","±17,611","47.5%","±0.4","112,849","±4,309","33.3%","±1.3","2,161,932","±17,260","42.2%","±0.3","818,072","±7,395","48.6%","±0.4","701,590","±9,040","41.7%","±0.5","2,407,129","±17,591","43.3%","±0.3","177,209","±5,810","38.4%","±1.3","1,059,887","±12,364","49.1%","±0.6","125,210","±3,667","33.8%","±1.0","1,316,443","±13,580","46.3%","±0.5","4,212,695","±27,662","41.1%","±0.3","308,979","±7,102","30.7%","±0.7","123,221","±3,276","38.0%","±1.0","1,364,293","±12,669","40.0%","±0.4","1,115,671","±13,178","38.1%","±0.5","413,900","±7,226","47.1%","±0.8","1,086,280","±9,018","41.2%","±0.3","102,098","±4,359","38.5%","±1.6","864,160","±11,250","54.9%","±0.7"
"        4 bedrooms","340,298","±9,445","15.5%","±0.4","44,922","±2,841","14.6%","±0.9","492,122","±7,752","17.0%","±0.3","159,196","±5,863","12.0%","±0.4","2,310,275","±21,775","16.8%","±0.2","430,761","±7,834","19.2%","±0.3","252,638","±7,154","17.0%","±0.5","91,399","±4,140","22.2%","±1.0","24,667","±1,930","8.1%","±0.6","1,176,389","±18,337","13.0%","±0.2","743,076","±14,357","18.1%","±0.3","76,225","±3,988","14.5%","±0.8","123,411","±5,157","18.3%","±0.8","845,275","±10,636","16.0%","±0.2","437,412","±9,240","15.6%","±0.3","233,092","±5,541","17.3%","±0.4","232,166","±6,247","18.7%","±0.5","273,390","±7,737","14.1%","±0.4","277,594","±7,097","13.9%","±0.4","92,045","±4,465","12.7%","±0.6","510,210","±9,712","21.2%","±0.4","450,943","±7,673","16.0%","±0.3","711,723","±11,548","15.7%","±0.3","474,662","±8,092","20.0%","±0.3","182,086","±6,333","14.2%","±0.5","411,124","±7,148","15.1%","±0.3","80,947","±3,261","16.7%","±0.7","141,929","±4,170","17.6%","±0.5","208,084","±7,102","17.5%","±0.6","92,763","±4,565","15.0%","±0.7","668,860","±9,856","18.7%","±0.3","124,541","±5,328","13.8%","±0.6","1,076,990","±14,063","13.3%","±0.2","648,536","±13,181","14.8%","±0.3","63,314","±3,100","18.7%","±0.9","874,504","±11,783","17.1%","±0.2","226,095","±5,630","13.4%","±0.3","229,573","±6,561","13.6%","±0.4","945,623","±12,197","17.0%","±0.2","56,104","±3,578","12.2%","±0.8","329,819","±9,243","15.3%","±0.4","70,675","±3,094","19.1%","±0.8","420,387","±9,187","14.8%","±0.3","1,778,968","±19,544","17.3%","±0.2","220,500","±6,157","21.9%","±0.6","47,739","±2,608","14.7%","±0.8","684,934","±9,558","20.1%","±0.3","476,532","±8,607","16.3%","±0.3","114,848","±4,329","13.1%","±0.5","390,361","±8,024","14.8%","±0.3","49,543","±3,069","18.7%","±1.2","204,625","±5,532","13.0%","±0.4"
"        5 or more bedrooms","73,039","±4,181","3.3%","±0.2","10,329","±1,489","3.4%","±0.5","117,087","±5,173","4.0%","±0.2","26,478","±2,725","2.0%","±0.2","597,860","±11,192","4.3%","±0.1","167,908","±5,743","7.5%","±0.3","72,465","±3,903","4.9%","±0.3","17,178","±1,779","4.2%","±0.4","12,480","±1,727","4.1%","±0.6","227,447","±8,128","2.5%","±0.1","261,979","±8,584","6.4%","±0.2","31,503","±2,445","6.0%","±0.5","54,420","±3,297","8.0%","±0.5","220,076","±6,589","4.2%","±0.1","96,242","±4,863","3.4%","±0.2","66,176","±3,456","4.9%","±0.3","69,464","±3,410","5.6%","±0.3","69,379","±3,917","3.6%","±0.2","43,825","±3,331","2.2%","±0.2","27,905","±2,475","3.9%","±0.3","174,116","±5,615","7.2%","±0.2","120,671","±4,465","4.3%","±0.2","160,246","±5,635","3.5%","±0.1","144,924","±4,401","6.1%","±0.2","32,612","±2,691","2.5%","±0.2","105,768","±4,369","3.9%","±0.2","32,868","±2,001","6.8%","±0.4","48,158","±2,546","6.0%","±0.3","53,829","±3,136","4.5%","±0.3","20,835","±1,865","3.4%","±0.3","199,626","±6,235","5.6%","±0.2","20,635","±2,386","2.3%","±0.3","347,238","±8,073","4.3%","±0.1","159,429","±6,605","3.6%","±0.2","25,126","±2,207","7.4%","±0.7","167,000","±6,049","3.3%","±0.1","33,816","±2,705","2.0%","±0.2","58,942","±3,764","3.5%","±0.2","241,797","±6,342","4.3%","±0.1","16,711","±2,111","3.6%","±0.5","73,461","±3,924","3.4%","±0.2","28,466","±2,230","7.7%","±0.6","97,468","±4,409","3.4%","±0.2","346,906","±9,023","3.4%","±0.1","195,577","±4,831","19.4%","±0.5","15,738","±1,431","4.9%","±0.4","213,645","±5,896","6.3%","±0.2","139,626","±4,946","4.8%","±0.2","27,532","±2,098","3.1%","±0.2","89,574","±3,805","3.4%","±0.1","19,221","±2,371","7.2%","±0.9","35,287","±2,609","2.2%","±0.2"
"HOUSING TENURE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,822,439","±11,200","1,822,439","(X)","246,015","±2,720","246,015","(X)","2,400,809","±11,557","2,400,809","(X)","1,125,899","±6,925","1,125,899","(X)","12,650,592","±16,944","12,650,592","(X)","2,002,800","±8,550","2,002,800","(X)","1,339,860","±7,005","1,339,860","(X)","339,071","±3,144","339,071","(X)","271,651","±3,228","271,651","(X)","7,211,584","±26,752","7,211,584","(X)","3,546,965","±15,286","3,546,965","(X)","450,120","±4,406","450,120","(X)","588,489","±5,467","588,489","(X)","4,783,421","±13,914","4,783,421","(X)","2,498,395","±10,688","2,498,395","(X)","1,236,209","±7,287","1,236,209","(X)","1,113,729","±6,143","1,113,729","(X)","1,705,623","±9,376","1,705,623","(X)","1,728,149","±9,677","1,728,149","(X)","547,686","±5,711","547,686","(X)","2,161,680","±8,942","2,161,680","(X)","2,536,321","±9,232","2,536,321","(X)","3,832,466","±10,485","3,832,466","(X)","2,119,954","±6,871","2,119,954","(X)","1,091,002","±7,807","1,091,002","(X)","2,362,853","±9,949","2,362,853","(X)","406,288","±3,840","406,288","(X)","730,579","±4,441","730,579","(X)","1,002,571","±7,173","1,002,571","(X)","519,246","±4,617","519,246","(X)","3,176,139","±9,966","3,176,139","(X)","753,507","±6,087","753,507","(X)","7,219,356","±14,194","7,219,356","(X)","3,757,480","±13,443","3,757,480","(X)","298,298","±2,835","298,298","(X)","4,564,745","±13,440","4,564,745","(X)","1,447,277","±6,526","1,447,277","(X)","1,523,799","±7,789","1,523,799","(X)","4,938,894","±14,403","4,938,894","(X)","406,366","±4,030","406,366","(X)","1,794,989","±10,191","1,794,989","(X)","331,406","±2,992","331,406","(X)","2,490,249","±12,758","2,490,249","(X)","9,110,853","±20,640","9,110,853","(X)","899,475","±5,032","899,475","(X)","253,234","±2,792","253,234","(X)","3,055,863","±11,608","3,055,863","(X)","2,644,557","±11,069","2,644,557","(X)","738,653","±5,969","738,653","(X)","2,289,424","±8,727","2,289,424","(X)","224,003","±3,223","224,003","(X)","1,253,690","±9,187","1,253,690","(X)"
"        Owner-occupied","1,240,017","±12,974","68.0%","±0.6","156,107","±3,268","63.5%","±1.2","1,490,031","±12,319","62.1%","±0.5","739,987","±8,706","65.7%","±0.6","6,804,639","±28,833","53.8%","±0.2","1,291,945","±10,661","64.5%","±0.5","888,478","±8,542","66.3%","±0.6","243,047","±3,975","71.7%","±1.1","110,513","±3,814","40.7%","±1.4","4,672,482","±24,352","64.8%","±0.3","2,222,377","±19,196","62.7%","±0.4","252,999","±3,913","56.2%","±0.9","408,174","±6,844","69.4%","±1.1","3,154,027","±17,254","65.9%","±0.3","1,712,020","±11,961","68.5%","±0.4","875,362","±8,231","70.8%","±0.5","735,737","±7,229","66.1%","±0.6","1,149,308","±10,177","67.4%","±0.5","1,140,052","±11,811","66.0%","±0.6","384,237","±5,646","70.2%","±0.9","1,436,907","±10,973","66.5%","±0.4","1,560,809","±13,055","61.5%","±0.5","2,703,957","±13,324","70.6%","±0.3","1,516,900","±9,427","71.6%","±0.4","733,101","±8,509","67.2%","±0.7","1,582,412","±10,949","67.0%","±0.4","271,719","±4,579","66.9%","±1.0","482,452","±6,278","66.0%","±0.7","544,455","±7,251","54.3%","±0.6","364,255","±5,925","70.2%","±1.0","2,034,223","±13,473","64.0%","±0.4","511,693","±7,543","67.9%","±0.8","3,873,299","±19,890","53.7%","±0.2","2,414,717","±16,856","64.3%","±0.4","193,389","±3,714","64.8%","±1.2","3,015,795","±17,826","66.1%","±0.3","948,540","±8,048","65.5%","±0.5","926,930","±9,344","60.8%","±0.5","3,405,170","±15,735","68.9%","±0.3","245,409","±4,846","60.4%","±1.2","1,223,614","±11,969","68.2%","±0.5","222,809","±3,636","67.2%","±1.0","1,652,976","±14,369","66.4%","±0.5","5,634,317","±28,687","61.8%","±0.3","622,572","±6,557","69.2%","±0.7","179,791","±3,471","71.0%","±1.2","2,005,192","±18,287","65.6%","±0.5","1,638,028","±14,592","61.9%","±0.5","534,266","±6,150","72.3%","±0.7","1,537,926","±9,764","67.2%","±0.4","154,699","±3,888","69.1%","±1.5","865,343","±7,669","69.0%","±0.6"
"        Renter-occupied","582,422","±10,924","32.0%","±0.6","89,908","±3,375","36.5%","±1.2","910,778","±13,688","37.9%","±0.5","385,912","±7,213","34.3%","±0.6","5,845,953","±25,919","46.2%","±0.2","710,855","±11,436","35.5%","±0.5","451,382","±9,182","33.7%","±0.6","96,024","±4,093","28.3%","±1.1","161,138","±4,370","59.3%","±1.4","2,539,102","±20,898","35.2%","±0.3","1,324,588","±15,205","37.3%","±0.4","197,121","±5,311","43.8%","±0.9","180,315","±6,715","30.6%","±1.1","1,629,394","±15,616","34.1%","±0.3","786,375","±11,440","31.5%","±0.4","360,847","±6,767","29.2%","±0.5","377,992","±7,275","33.9%","±0.6","556,315","±9,575","32.6%","±0.5","588,097","±11,088","34.0%","±0.6","163,449","±5,445","29.8%","±0.9","724,773","±10,402","33.5%","±0.4","975,512","±13,094","38.5%","±0.5","1,128,509","±11,560","29.4%","±0.3","603,054","±9,033","28.4%","±0.4","357,901","±8,808","32.8%","±0.7","780,441","±10,077","33.0%","±0.4","134,569","±4,196","33.1%","±1.0","248,127","±5,506","34.0%","±0.7","458,116","±7,272","45.7%","±0.6","154,991","±5,597","29.8%","±1.0","1,141,916","±14,360","36.0%","±0.4","241,814","±6,643","32.1%","±0.8","3,346,057","±18,812","46.3%","±0.2","1,342,763","±14,344","35.7%","±0.4","104,909","±3,874","35.2%","±1.2","1,548,950","±14,954","33.9%","±0.3","498,737","±8,276","34.5%","±0.5","596,869","±8,290","39.2%","±0.5","1,533,724","±16,437","31.1%","±0.3","160,957","±5,516","39.6%","±1.2","571,375","±10,442","31.8%","±0.5","108,597","±3,718","32.8%","±1.0","837,273","±12,275","33.6%","±0.5","3,476,536","±24,237","38.2%","±0.3","276,903","±6,549","30.8%","±0.7","73,443","±3,385","29.0%","±1.2","1,050,671","±14,360","34.4%","±0.5","1,006,529","±13,006","38.1%","±0.5","204,387","±5,459","27.7%","±0.7","751,498","±11,325","32.8%","±0.4","69,304","±3,544","30.9%","±1.5","388,347","±9,229","31.0%","±0.6"
