"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    $50,000 to $99,999","308,462","±7,781","24.3%","±0.5","10,457","±1,106","6.6%","±0.7","277,982","±7,547","18.6%","±0.5","216,031","±6,459","28.5%","±0.8","339,259","±7,373","5.0%","±0.1","72,281","±3,878","5.7%","±0.3","30,272","±2,617","3.3%","±0.3","11,829","±1,436","4.9%","±0.6","1,243","±489","1.1%","±0.4","1,030,965","±15,873","21.8%","±0.3","481,856","±10,365","21.4%","±0.4","4,312","±895","1.7%","±0.4","64,828","±3,842","16.3%","±0.9","537,996","±10,290","16.9%","±0.3","469,500","±8,226","27.3%","±0.4","226,811","±6,085","25.7%","±0.6","172,750","±4,369","23.4%","±0.5","272,756","±6,514","23.8%","±0.5","219,415","±6,343","19.4%","±0.5","61,433","±2,776","15.5%","±0.7","62,230","±2,960","4.3%","±0.2","32,296","±2,424","2.1%","±0.2","706,784","±9,100","26.0%","±0.3","179,107","±4,518","11.9%","±0.3","212,264","±5,558","28.5%","±0.7","360,280","±7,813","22.6%","±0.5","29,089","±2,088","10.6%","±0.7","109,942","±3,721","22.6%","±0.7","103,890","±4,733","18.8%","±0.8","20,635","±1,916","5.6%","±0.5","64,811","±3,250","3.1%","±0.2","80,681","±4,217","15.6%","±0.7","459,068","±7,773","11.8%","±0.2","457,078","±10,208","18.7%","±0.4","33,374","±1,952","17.6%","±0.9","775,705","±9,249","25.7%","±0.3","256,025","±5,475","26.7%","±0.5","49,755","±3,021","5.3%","±0.3","609,543","±8,797","17.8%","±0.2","9,317","±1,434","3.8%","±0.6","255,399","±6,522","21.0%","±0.5","41,780","±2,092","19.2%","±0.9","367,036","±8,210","22.2%","±0.5","1,348,681","±17,474","24.1%","±0.3","31,247","±2,218","5.0%","±0.3","11,665","±1,209","6.4%","±0.6","164,972","±6,366","8.2%","±0.3","76,751","±4,098","4.7%","±0.2","144,647","±5,003","27.1%","±0.9","223,611","±4,028","14.5%","±0.2","12,047","±1,447","7.8%","±0.9","220,947","±6,157","25.2%","±0.7"
"    $100,000 to $149,999","240,291","±6,947","18.9%","±0.5","12,503","±1,563","7.8%","±1.0","295,837","±8,343","19.8%","±0.5","151,358","±6,142","20.0%","±0.8","485,825","±9,859","7.2%","±0.1","142,038","±5,256","11.1%","±0.4","76,693","±3,816","8.4%","±0.4","24,623","±2,021","10.2%","±0.8","2,172","±676","2.0%","±0.6","852,060","±10,410","18.0%","±0.2","446,903","±10,513","19.9%","±0.4","7,273","±1,251","2.9%","±0.5","97,134","±4,425","24.4%","±1.0","555,603","±9,954","17.5%","±0.3","419,468","±8,943","24.4%","±0.5","199,261","±4,623","22.6%","±0.5","151,781","±4,389","20.5%","±0.6","260,854","±7,915","22.8%","±0.6","208,432","±6,553","18.4%","±0.5","65,887","±3,278","16.6%","±0.8","109,130","±4,221","7.6%","±0.3","80,419","±4,131","5.1%","±0.3","541,219","±8,590","19.9%","±0.3","280,400","±5,535","18.6%","±0.3","130,637","±4,526","17.6%","±0.6","340,473","±8,034","21.4%","±0.5","39,098","±2,343","14.3%","±0.8","132,645","±4,725","27.3%","±0.8","121,481","±5,241","22.0%","±0.8","32,163","±2,169","8.7%","±0.5","123,786","±4,459","5.9%","±0.2","96,183","±4,094","18.6%","±0.8","436,498","±8,602","11.2%","±0.2","517,321","±8,838","21.2%","±0.3","36,413","±2,134","19.2%","±1.1","731,931","±9,106","24.2%","±0.3","217,888","±5,765","22.7%","±0.5","113,409","±5,593","12.1%","±0.6","592,470","±8,892","17.3%","±0.3","24,285","±2,215","9.8%","±0.9","239,319","±6,346","19.7%","±0.5","46,706","±2,882","21.5%","±1.2","367,314","±7,933","22.2%","±0.5","1,204,215","±15,886","21.6%","±0.3","107,011","±3,904","17.2%","±0.6","23,669","±1,634","12.9%","±0.8","226,828","±6,270","11.3%","±0.3","169,452","±5,971","10.3%","±0.3","100,213","±3,820","18.8%","±0.7","345,704","±6,804","22.5%","±0.4","21,198","±2,004","13.7%","±1.3","243,324","±6,078","27.7%","±0.7"
"    $150,000 to $199,999","196,597","±6,183","15.5%","±0.5","21,811","±1,841","13.7%","±1.1","235,624","±6,519","15.7%","±0.4","107,634","±4,525","14.2%","±0.6","597,275","±12,442","8.8%","±0.2","221,395","±5,541","17.3%","±0.4","145,729","±5,014","16.0%","±0.5","45,202","±2,884","18.8%","±1.2","6,379","±1,053","5.8%","±0.9","756,246","±14,235","16.0%","±0.3","371,461","±8,876","16.5%","±0.4","10,396","±1,587","4.1%","±0.6","78,585","±4,410","19.7%","±1.0","546,806","±11,020","17.2%","±0.3","285,597","±7,115","16.6%","±0.4","153,939","±4,544","17.4%","±0.5","125,111","±4,264","16.9%","±0.6","176,537","±5,117","15.4%","±0.4","205,465","±6,891","18.2%","±0.6","78,453","±3,859","19.8%","±1.0","182,989","±5,175","12.8%","±0.3","154,524","±5,765","9.8%","±0.4","419,335","±7,204","15.5%","±0.3","321,180","±7,038","21.3%","±0.5","105,940","±5,324","14.2%","±0.7","278,786","±7,222","17.5%","±0.5","52,681","±3,013","19.2%","±1.1","80,849","±3,022","16.6%","±0.7","99,508","±4,993","18.0%","±0.8","64,069","±3,263","17.4%","±0.9","221,499","±5,894","10.6%","±0.3","95,170","±4,517","18.4%","±0.8","384,757","±8,114","9.9%","±0.2","416,507","±8,255","17.1%","±0.3","33,773","±2,199","17.9%","±1.1","522,075","±8,962","17.3%","±0.3","144,846","±4,646","15.1%","±0.5","165,824","±5,657","17.8%","±0.6","596,655","±10,026","17.5%","±0.3","52,913","±2,900","21.4%","±1.1","194,780","±6,165","16.0%","±0.5","35,784","±2,355","16.5%","±1.0","274,486","±7,989","16.6%","±0.4","894,961","±14,446","16.0%","±0.2","147,447","±4,443","23.6%","±0.7","36,360","±2,008","19.8%","±1.1","310,934","±7,081","15.5%","±0.3","277,834","±7,435","16.9%","±0.4","70,383","±3,311","13.2%","±0.6","332,559","±6,874","21.6%","±0.4","34,470","±2,598","22.3%","±1.5","159,503","±5,555","18.2%","±0.6"
"    $200,000 to $299,999","182,008","±4,975","14.3%","±0.4","52,997","±3,013","33.2%","±1.7","253,107","±5,852","16.9%","±0.4","86,435","±3,923","11.4%","±0.5","1,156,729","±15,366","17.1%","±0.2","348,775","±7,482","27.3%","±0.5","262,052","±6,117","28.8%","±0.6","77,527","±3,072","32.2%","±1.2","17,127","±1,632","15.5%","±1.4","780,138","±13,395","16.5%","±0.3","353,792","±8,583","15.7%","±0.4","29,840","±2,095","11.7%","±0.7","73,899","±3,811","18.5%","±0.9","641,314","±9,792","20.2%","±0.3","224,049","±5,546","13.0%","±0.3","125,772","±4,208","14.3%","±0.5","112,069","±3,983","15.2%","±0.5","148,763","±4,585","13.0%","±0.4","189,621","±6,299","16.8%","±0.6","86,560","±4,591","21.9%","±1.1","391,582","±7,081","27.3%","±0.5","402,120","±8,685","25.6%","±0.5","351,706","±7,157","13.0%","±0.3","347,718","±6,638","23.0%","±0.4","85,182","±4,161","11.5%","±0.6","249,271","±6,792","15.7%","±0.4","66,950","±3,059","24.4%","±1.0","68,304","±2,963","14.0%","±0.6","98,809","±4,726","17.9%","±0.8","127,062","±4,801","34.5%","±1.2","534,178","±9,894","25.7%","±0.4","97,477","±4,125","18.8%","±0.7","553,612","±10,489","14.3%","±0.2","415,749","±8,073","17.0%","±0.3","35,955","±2,587","19.0%","±1.3","427,366","±7,675","14.2%","±0.2","113,374","±3,277","11.8%","±0.3","255,698","±5,392","27.4%","±0.6","689,364","±10,828","20.2%","±0.3","81,203","±3,912","32.8%","±1.4","176,659","±6,494","14.5%","±0.5","34,026","±1,939","15.7%","±0.9","253,439","±6,800","15.3%","±0.4","767,212","±13,115","13.7%","±0.2","173,608","±5,327","27.8%","±0.8","57,187","±2,539","31.2%","±1.4","448,329","±8,407","22.3%","±0.4","445,697","±8,688","27.1%","±0.5","60,811","±3,013","11.4%","±0.5","343,075","±6,376","22.3%","±0.4","38,119","±2,685","24.7%","±1.7","120,407","±4,629","13.7%","±0.5"
"    $300,000 to $499,999","96,493","±4,964","7.6%","±0.4","42,674","±2,272","26.8%","±1.3","182,003","±5,028","12.2%","±0.3","41,254","±3,209","5.4%","±0.4","1,836,285","±16,476","27.1%","±0.2","285,284","±5,998","22.3%","±0.4","228,768","±6,017","25.2%","±0.6","51,149","±2,975","21.2%","±1.2","33,088","±1,871","29.9%","±1.4","511,072","±9,257","10.8%","±0.2","232,024","±7,216","10.3%","±0.3","72,638","±3,767","28.5%","±1.3","39,614","±3,088","9.9%","±0.8","448,979","±8,169","14.1%","±0.2","101,661","±5,003","5.9%","±0.3","58,161","±3,095","6.6%","±0.4","53,161","±2,543","7.2%","±0.3","74,845","±3,158","6.5%","±0.3","93,046","±4,271","8.2%","±0.4","52,436","±2,864","13.2%","±0.7","397,576","±7,433","27.7%","±0.5","551,696","±7,910","35.1%","±0.5","168,400","±4,650","6.2%","±0.2","210,503","±5,497","14.0%","±0.4","35,102","±2,811","4.7%","±0.4","121,841","±4,572","7.7%","±0.3","38,398","±2,430","14.0%","±0.8","29,633","±1,833","6.1%","±0.4","52,264","±2,872","9.5%","±0.5","81,361","±3,955","22.1%","±1.0","698,817","±10,273","33.6%","±0.5","56,990","±2,759","11.0%","±0.5","977,044","±11,355","25.2%","±0.3","269,060","±7,195","11.0%","±0.3","16,057","±1,780","8.5%","±0.9","198,631","±5,602","6.6%","±0.2","51,842","±2,439","5.4%","±0.3","197,579","±5,595","21.2%","±0.6","429,634","±8,016","12.6%","±0.2","52,033","±2,964","21.0%","±1.2","113,740","±4,883","9.3%","±0.4","17,684","±1,656","8.1%","±0.8","148,252","±4,074","9.0%","±0.2","454,600","±9,318","8.1%","±0.2","98,323","±4,211","15.8%","±0.6","33,339","±1,940","18.2%","±1.0","434,970","±7,208","21.6%","±0.4","392,491","±7,371","23.9%","±0.4","27,459","±2,731","5.1%","±0.5","157,952","±4,215","10.3%","±0.3","20,687","±1,688","13.4%","±1.1","42,682","±3,003","4.9%","±0.3"
"    $500,000 to $999,999","30,261","±2,483","2.4%","±0.2","8,370","±1,261","5.3%","±0.8","67,983","±3,517","4.5%","±0.2","14,013","±1,851","1.8%","±0.2","1,609,248","±13,538","23.7%","±0.2","118,271","±4,275","9.3%","±0.3","107,250","±3,864","11.8%","±0.4","11,823","±1,294","4.9%","±0.5","37,438","±2,048","33.8%","±1.6","211,979","±6,222","4.5%","±0.1","82,997","±3,707","3.7%","±0.2","106,951","±3,340","42.0%","±1.2","12,870","±1,803","3.2%","±0.5","175,201","±5,051","5.5%","±0.2","27,770","±2,178","1.6%","±0.1","14,426","±1,436","1.6%","±0.2","14,556","±1,459","2.0%","±0.2","23,236","±1,566","2.0%","±0.1","28,362","±2,357","2.5%","±0.2","16,383","±1,610","4.1%","±0.4","206,056","±5,343","14.4%","±0.4","264,183","±6,227","16.8%","±0.4","54,303","±2,870","2.0%","±0.1","66,430","±2,468","4.4%","±0.2","9,373","±1,250","1.3%","±0.2","40,434","±2,501","2.5%","±0.2","13,975","±1,398","5.1%","±0.5","8,273","±868","1.7%","±0.2","20,852","±2,126","3.8%","±0.4","20,023","±1,699","5.4%","±0.5","333,957","±7,566","16.0%","±0.4","21,262","±2,041","4.1%","±0.4","683,738","±11,625","17.6%","±0.3","97,448","±3,977","4.0%","±0.2","3,177","±746","1.7%","±0.4","54,847","±3,038","1.8%","±0.1","17,884","±1,604","1.9%","±0.2","73,844","±3,639","7.9%","±0.4","153,933","±4,301","4.5%","±0.1","16,999","±1,536","6.9%","±0.6","45,612","±2,891","3.7%","±0.2","4,470","±924","2.1%","±0.4","54,432","±3,037","3.3%","±0.2","174,034","±6,169","3.1%","±0.1","32,846","±1,937","5.3%","±0.3","9,979","±1,313","5.4%","±0.7","268,330","±5,583","13.3%","±0.3","168,459","±5,147","10.2%","±0.3","6,536","±891","1.2%","±0.2","43,194","±2,022","2.8%","±0.1","8,406","±1,560","5.4%","±1.0","11,339","±1,783","1.3%","±0.2"
"    $1,000,000 or more","8,937","±1,173","0.7%","±0.1","917","±439","0.6%","±0.3","18,220","±2,015","1.2%","±0.1","4,024","±845","0.5%","±0.1","479,750","±9,284","7.1%","±0.1","25,692","±2,061","2.0%","±0.2","39,410","±2,270","4.3%","±0.3","3,470","±592","1.4%","±0.2","12,165","±1,318","11.0%","±1.1","77,045","±3,634","1.6%","±0.1","21,768","±1,938","1.0%","±0.1","19,247","±1,560","7.6%","±0.6","3,325","±636","0.8%","±0.2","42,200","±2,571","1.3%","±0.1","7,394","±955","0.4%","±0.1","4,147","±887","0.5%","±0.1","4,489","±822","0.6%","±0.1","6,257","±1,006","0.5%","±0.1","6,801","±1,346","0.6%","±0.1","4,054","±646","1.0%","±0.2","38,667","±2,165","2.7%","±0.2","53,871","±2,784","3.4%","±0.2","17,561","±1,321","0.6%","±0.1","12,709","±1,066","0.8%","±0.1","4,722","±1,010","0.6%","±0.1","10,828","±1,269","0.7%","±0.1","4,590","±834","1.7%","±0.3","2,474","±576","0.5%","±0.1","6,567","±1,225","1.2%","±0.2","5,061","±1,178","1.4%","±0.3","58,945","±3,281","2.8%","±0.2","4,963","±816","1.0%","±0.2","178,018","±5,342","4.6%","±0.1","22,951","±2,267","0.9%","±0.1","729","±251","0.4%","±0.1","14,865","±1,721","0.5%","±0.1","5,166","±836","0.5%","±0.1","9,462","±1,317","1.0%","±0.1","31,427","±2,221","0.9%","±0.1","4,886","±929","2.0%","±0.4","13,620","±1,397","1.1%","±0.1","1,816","±537","0.8%","±0.2","13,154","±1,500","0.8%","±0.1","55,377","±3,283","1.0%","±0.1","6,218","±1,220","1.0%","±0.2","1,993","±613","1.1%","±0.3","43,216","±2,340","2.1%","±0.1","31,791","±2,228","1.9%","±0.1","2,364","±601","0.4%","±0.1","10,597","±1,046","0.7%","±0.1","2,552","±694","1.7%","±0.5","5,680","±1,086","0.6%","±0.1"
"    Median (dollars)","123,200","±1,482","(X)","(X)","245,100","±4,271","(X)","(X)","151,500","±1,314","(X)","(X)","107,600","±1,606","(X)","(X)","349,400","±1,231","(X)","(X)","234,900","±1,454","(X)","(X)","267,800","±2,334","(X)","(X)","226,900","±3,380","(X)","(X)","460,700","±11,946","(X)","(X)","148,200","±1,133","(X)","(X)","142,300","±1,246","(X)","(X)","496,600","±9,166","(X)","(X)","154,500","±2,420","(X)","(X)","170,600","±950","(X)","(X)","122,700","±811","(X)","(X)","126,300","±1,449","(X)","(X)","130,100","±1,513","(X)","(X)","120,800","±1,105","(X)","(X)","139,500","±1,952","(X)","(X)","172,300","±2,128","(X)","(X)","279,900","±1,884","(X)","(X)","323,800","±2,185","(X)","(X)","115,700","±719","(X)","(X)","178,400","±1,118","(X)","(X)","99,800","±1,548","(X)","(X)","135,000","±1,179","(X)","(X)","184,800","±3,455","(X)","(X)","128,300","±1,462","(X)","(X)","150,700","±2,078","(X)","(X)","236,000","±2,708","(X)","(X)","311,600","±1,993","(X)","(X)","157,500","±2,129","(X)","(X)","280,900","±2,006","(X)","(X)","150,100","±1,129","(X)","(X)","142,500","±3,492","(X)","(X)","127,600","±866","(X)","(X)","114,300","±994","(X)","(X)","223,900","±2,254","(X)","(X)","163,800","±675","(X)","(X)","234,600","±3,631","(X)","(X)","135,500","±1,730","(X)","(X)","134,300","±2,382","(X)","(X)","137,800","±1,283","(X)","(X)","129,200","±823","(X)","(X)","199,700","±2,397","(X)","(X)","216,900","±3,518","(X)","(X)","237,800","±1,751","(X)","(X)","243,000","±1,500","(X)","(X)","100,400","±2,185","(X)","(X)","165,200","±738","(X)","(X)","187,400","±4,259","(X)","(X)","127,300","±1,500","(X)","(X)"
"MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,268,565","±12,217","1,268,565","(X)","159,427","±3,595","159,427","(X)","1,496,650","±13,898","1,496,650","(X)","757,722","±8,214","757,722","(X)","6,781,817","±25,470","6,781,817","(X)","1,278,158","±11,129","1,278,158","(X)","908,452","±7,756","908,452","(X)","241,050","±3,609","241,050","(X)","110,681","±3,549","110,681","(X)","4,724,428","±21,345","4,724,428","(X)","2,248,702","±19,411","2,248,702","(X)","254,770","±4,107","254,770","(X)","398,671","±5,979","398,671","(X)","3,177,104","±16,645","3,177,104","(X)","1,720,780","±14,241","1,720,780","(X)","882,584","±7,833","882,584","(X)","739,191","±7,686","739,191","(X)","1,144,309","±10,967","1,144,309","(X)","1,130,134","±10,390","1,130,134","(X)","396,014","±5,199","396,014","(X)","1,433,937","±10,091","1,433,937","(X)","1,570,055","±10,932","1,570,055","(X)","2,713,964","±15,597","2,713,964","(X)","1,508,810","±9,302","1,508,810","(X)","743,611","±9,469","743,611","(X)","1,591,686","±12,609","1,591,686","(X)","274,196","±4,635","274,196","(X)","486,642","±6,333","486,642","(X)","552,324","±7,892","552,324","(X)","367,863","±5,474","367,863","(X)","2,081,481","±13,198","2,081,481","(X)","518,106","±7,759","518,106","(X)","3,883,893","±16,541","3,883,893","(X)","2,441,626","±15,846","2,441,626","(X)","189,193","±3,576","189,193","(X)","3,019,382","±13,908","3,019,382","(X)","960,369","±7,142","960,369","(X)","933,775","±9,126","933,775","(X)","3,416,499","±15,135","3,416,499","(X)","247,790","±4,277","247,790","(X)","1,217,692","±9,732","1,217,692","(X)","217,200","±3,814","217,200","(X)","1,654,001","±14,531","1,654,001","(X)","5,586,856","±26,359","5,586,856","(X)","623,589","±6,650","623,589","(X)","183,563","±2,872","183,563","(X)","2,010,442","±15,164","2,010,442","(X)","1,643,637","±12,066","1,643,637","(X)","533,758","±5,867","533,758","(X)","1,539,778","±10,829","1,539,778","(X)","154,329","±3,897","154,329","(X)","877,877","±8,341","877,877","(X)"
"    Housing units with a mortgage","739,941","±10,765","58.3%","±0.7","103,938","±3,600","65.2%","±1.6","990,680","±12,789","66.2%","±0.5","436,822","±7,038","57.6%","±0.8","5,013,594","±26,823","73.9%","±0.2","945,039","±10,533","73.9%","±0.4","642,602","±8,945","70.7%","±0.6","168,064","±4,422","69.7%","±1.3","87,104","±3,340","78.7%","±1.7","2,888,716","±18,233","61.1%","±0.3","1,560,580","±18,192","69.4%","±0.5","172,799","±4,553","67.8%","±1.3","270,378","±6,063","67.8%","±1.1","2,153,509","±15,842","67.8%","±0.3","1,170,188","±12,303","68.0%","±0.4","545,782","±7,661","61.8%","±0.6","461,942","±6,490","62.5%","±0.6","696,216","±10,218","60.8%","±0.6","626,821","±10,062","55.5%","±0.6","252,865","±4,954","63.9%","±0.8","1,077,903","±11,781","75.2%","±0.5","1,121,921","±10,032","71.5%","±0.6","1,726,769","±14,397","63.6%","±0.4","1,036,410","±9,414","68.7%","±0.4","393,597","±7,188","52.9%","±0.8","1,021,044","±11,871","64.1%","±0.5","158,858","±4,324","57.9%","±1.1","307,101","±5,479","63.1%","±0.7","395,852","±7,831","71.7%","±0.8","252,163","±5,199","68.5%","±0.8","1,459,810","±14,421","70.1%","±0.4","302,540","±7,245","58.4%","±0.9","2,500,901","±16,298","64.4%","±0.3","1,611,485","±13,689","66.0%","±0.4","101,259","±2,710","53.5%","±1.0","1,990,839","±13,071","65.9%","±0.3","554,903","±7,314","57.8%","±0.5","637,990","±9,224","68.3%","±0.7","2,122,249","±14,023","62.1%","±0.3","177,131","±4,385","71.5%","±1.2","744,020","±10,190","61.1%","±0.7","124,577","±3,219","57.4%","±0.9","1,023,082","±12,374","61.9%","±0.5","3,412,384","±24,920","61.1%","±0.3","454,508","±6,760","72.9%","±0.7","120,388","±2,868","65.6%","±1.2","1,436,421","±14,189","71.4%","±0.4","1,163,103","±11,731","70.8%","±0.5","257,959","±5,912","48.3%","±0.9","1,022,766","±10,042","66.4%","±0.4","88,744","±3,236","57.5%","±1.4","373,424","±7,357","42.5%","±0.7"
"    Housing units without a mortgage","528,624","±10,012","41.7%","±0.7","55,489","±2,738","34.8%","±1.6","505,970","±8,149","33.8%","±0.5","320,900","±7,019","42.4%","±0.8","1,768,223","±13,924","26.1%","±0.2","333,119","±5,691","26.1%","±0.4","265,850","±5,449","29.3%","±0.6","72,986","±2,939","30.3%","±1.3","23,577","±2,090","21.3%","±1.7","1,835,712","±18,176","38.9%","±0.3","688,122","±12,099","30.6%","±0.5","81,971","±3,305","32.2%","±1.3","128,293","±4,525","32.2%","±1.1","1,023,595","±11,279","32.2%","±0.3","550,592","±8,158","32.0%","±0.4","336,802","±6,166","38.2%","±0.6","277,249","±4,891","37.5%","±0.6","448,093","±6,959","39.2%","±0.6","503,313","±7,795","44.5%","±0.6","143,149","±3,603","36.1%","±0.8","356,034","±6,422","24.8%","±0.5","448,134","±10,031","28.5%","±0.6","987,195","±11,398","36.4%","±0.4","472,400","±6,161","31.3%","±0.4","350,014","±7,430","47.1%","±0.8","570,642","±9,487","35.9%","±0.5","115,338","±3,294","42.1%","±1.1","179,541","±4,170","36.9%","±0.7","156,472","±4,682","28.3%","±0.8","115,700","±3,323","31.5%","±0.8","621,671","±8,693","29.9%","±0.4","215,566","±5,006","41.6%","±0.9","1,382,992","±12,928","35.6%","±0.3","830,141","±11,144","34.0%","±0.4","87,934","±2,599","46.5%","±1.0","1,028,543","±10,989","34.1%","±0.3","405,466","±5,183","42.2%","±0.5","295,785","±6,552","31.7%","±0.7","1,294,250","±11,618","37.9%","±0.3","70,659","±3,143","28.5%","±1.2","473,672","±8,709","38.9%","±0.7","92,623","±2,355","42.6%","±0.9","630,919","±9,179","38.1%","±0.5","2,174,472","±20,404","38.9%","±0.3","169,081","±4,782","27.1%","±0.7","63,175","±2,455","34.4%","±1.2","574,021","±9,741","28.6%","±0.4","480,534","±8,086","29.2%","±0.5","275,799","±5,302","51.7%","±0.9","517,012","±6,625","33.6%","±0.4","65,585","±2,695","42.5%","±1.4","504,453","±7,229","57.5%","±0.7"
