"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Median rooms","5.6","±0.1","(X)","(X)","4.7","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.3","±0.2","(X)","(X)","5.1","±0.1","(X)","(X)","5.7","±0.2","(X)","(X)","5.7","±0.1","(X)","(X)","6.1","±0.1","(X)","(X)","4.3","±0.2","(X)","(X)","5.1","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","4.6","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.9","±0.2","(X)","(X)","5.4","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","6.0","±0.2","(X)","(X)","5.3","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.2","(X)","(X)","5.5","±0.1","(X)","(X)","5.6","±0.2","(X)","(X)","4.7","±0.1","(X)","(X)"
"BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,174,428","±364","2,174,428","(X)","307,065","±243","307,065","(X)","2,846,738","±629","2,846,738","(X)","1,317,818","±388","1,317,818","(X)","13,682,976","±1,131","13,682,976","(X)","2,214,262","±463","2,214,262","(X)","1,488,215","±264","1,488,215","(X)","406,489","±123","406,489","(X)","296,836","±63","296,836","(X)","8,994,091","±955","8,994,091","(X)","4,091,482","±577","4,091,482","(X)","519,992","±71","519,992","(X)","668,634","±244","668,634","(X)","5,297,077","±938","5,297,077","(X)","2,797,172","±482","2,797,172","(X)","1,337,563","±361","1,337,563","(X)","1,234,037","±578","1,234,037","(X)","1,928,617","±335","1,928,617","(X)","1,967,947","±323","1,967,947","(X)","722,217","±148","722,217","(X)","2,380,605","±340","2,380,605","(X)","2,808,727","±486","2,808,727","(X)","4,531,231","±689","4,531,231","(X)","2,348,242","±475","2,348,242","(X)","1,276,441","±575","1,276,441","(X)","2,714,017","±363","2,714,017","(X)","483,006","±171","483,006","(X)","797,677","±347","797,677","(X)","1,175,070","±197","1,175,070","(X)","614,996","±180","614,996","(X)","3,554,909","±429","3,554,909","(X)","902,242","±374","902,242","(X)","8,108,211","±1,124","8,108,211","(X)","4,333,479","±1,587","4,333,479","(X)","318,099","±364","318,099","(X)","5,128,113","±797","5,128,113","(X)","1,666,205","±288","1,666,205","(X)","1,676,476","±322","1,676,476","(X)","5,568,820","±631","5,568,820","(X)","463,416","±108","463,416","(X)","2,140,337","±280","2,140,337","(X)","364,031","±713","364,031","(X)","2,815,087","±513","2,815,087","(X)","9,996,209","±964","9,996,209","(X)","981,821","±369","981,821","(X)","322,698","±118","322,698","(X)","3,368,674","±1,668","3,368,674","(X)","2,888,594","±688","2,888,594","(X)","882,213","±182","882,213","(X)","2,625,477","±440","2,625,477","(X)","262,286","±109","262,286","(X)","1,637,216","±7,325","1,637,216","(X)"
"    No bedroom","25,289","±2,782","1.2%","±0.1","17,927","±1,859","5.8%","±0.6","67,004","±4,514","2.4%","±0.2","23,702","±3,324","1.8%","±0.3","521,640","±13,081","3.8%","±0.1","41,339","±3,767","1.9%","±0.2","35,210","±3,543","2.4%","±0.2","6,069","±1,550","1.5%","±0.4","24,674","±2,568","8.3%","±0.9","144,841","±8,069","1.6%","±0.1","55,393","±3,882","1.4%","±0.1","26,133","±2,718","5.0%","±0.5","11,493","±1,935","1.7%","±0.3","136,204","±6,346","2.6%","±0.1","34,005","±3,239","1.2%","±0.1","16,857","±2,430","1.3%","±0.2","22,606","±2,642","1.8%","±0.2","28,925","±3,039","1.5%","±0.2","25,730","±2,773","1.3%","±0.1","18,772","±1,931","2.6%","±0.3","34,064","±3,481","1.4%","±0.1","68,254","±4,967","2.4%","±0.2","59,033","±3,745","1.3%","±0.1","39,917","±3,680","1.7%","±0.2","15,070","±2,555","1.2%","±0.2","41,331","±4,179","1.5%","±0.2","13,296","±1,853","2.8%","±0.4","10,207","±1,634","1.3%","±0.2","31,661","±2,827","2.7%","±0.2","9,807","±1,686","1.6%","±0.3","127,234","±5,333","3.6%","±0.2","27,851","±2,307","3.1%","±0.3","333,641","±10,038","4.1%","±0.1","48,562","±4,056","1.1%","±0.1","5,139","±1,131","1.6%","±0.4","75,172","±5,200","1.5%","±0.1","22,028","±2,479","1.3%","±0.1","42,048","±3,562","2.5%","±0.2","106,838","±5,840","1.9%","±0.1","11,405","±2,045","2.5%","±0.4","40,032","±3,714","1.9%","±0.2","6,381","±1,561","1.8%","±0.4","31,300","±2,862","1.1%","±0.1","177,364","±7,996","1.8%","±0.1","15,396","±2,028","1.6%","±0.2","7,305","±1,195","2.3%","±0.4","51,876","±3,053","1.5%","±0.1","76,070","±5,774","2.6%","±0.2","11,601","±1,776","1.3%","±0.2","47,716","±3,692","1.8%","±0.1","4,526","±1,073","1.7%","±0.4","26,271","±2,362","1.6%","±0.1"
"    1 bedroom","144,660","±6,728","6.7%","±0.3","46,310","±3,048","15.1%","±1.0","329,680","±9,343","11.6%","±0.3","96,926","±4,975","7.4%","±0.4","1,931,862","±19,950","14.1%","±0.1","261,123","±8,354","11.8%","±0.4","188,512","±6,834","12.7%","±0.5","28,993","±2,620","7.1%","±0.6","96,323","±4,216","32.4%","±1.4","967,562","±16,590","10.8%","±0.2","310,859","±8,676","7.6%","±0.2","75,943","±4,344","14.6%","±0.8","53,835","±3,649","8.1%","±0.5","609,393","±13,546","11.5%","±0.3","259,933","±7,857","9.3%","±0.3","125,519","±5,196","9.4%","±0.4","122,004","±4,868","9.9%","±0.4","156,762","±6,770","8.1%","±0.4","173,324","±6,581","8.8%","±0.3","84,695","±3,967","11.7%","±0.5","246,842","±7,811","10.4%","±0.3","406,588","±8,782","14.5%","±0.3","415,237","±9,650","9.2%","±0.2","273,250","±5,772","11.6%","±0.2","77,222","±4,770","6.0%","±0.4","271,327","±7,762","10.0%","±0.3","52,486","±3,150","10.9%","±0.7","90,697","±3,621","11.4%","±0.5","121,077","±6,166","10.3%","±0.5","65,979","±4,099","10.7%","±0.7","503,830","±9,504","14.2%","±0.3","86,358","±5,055","9.6%","±0.6","1,600,318","±16,927","19.7%","±0.2","296,831","±8,729","6.8%","±0.2","30,662","±2,601","9.6%","±0.8","476,719","±10,963","9.3%","±0.2","148,122","±6,637","8.9%","±0.4","173,823","±6,438","10.4%","±0.4","586,752","±10,805","10.5%","±0.2","67,710","±3,506","14.6%","±0.8","126,919","±5,779","5.9%","±0.3","35,993","±3,340","9.9%","±0.9","218,820","±8,055","7.8%","±0.3","1,271,457","±16,154","12.7%","±0.2","71,879","±3,783","7.3%","±0.4","38,337","±2,682","11.9%","±0.8","291,239","±8,877","8.6%","±0.3","358,713","±8,695","12.4%","±0.3","70,725","±4,235","8.0%","±0.5","264,216","±6,110","10.1%","±0.2","24,581","±2,277","9.4%","±0.9","102,003","±4,604","6.2%","±0.3"
"    2 bedrooms","516,594","±11,397","23.8%","±0.5","81,331","±3,740","26.5%","±1.2","787,015","±13,827","27.6%","±0.5","367,581","±8,345","27.9%","±0.6","3,835,262","±22,233","28.0%","±0.2","580,509","±11,033","26.2%","±0.5","400,623","±8,300","26.9%","±0.6","89,009","±4,852","21.9%","±1.2","81,813","±4,286","27.6%","±1.4","3,058,817","±24,217","34.0%","±0.3","948,356","±14,065","23.2%","±0.3","133,820","±4,778","25.7%","±0.9","167,195","±6,419","25.0%","±1.0","1,550,980","±15,336","29.3%","±0.3","749,924","±12,046","26.8%","±0.4","379,427","±7,295","28.4%","±0.5","330,933","±8,800","26.8%","±0.7","538,243","±10,683","27.9%","±0.6","502,943","±8,901","25.6%","±0.5","223,676","±6,067","31.0%","±0.8","542,163","±11,205","22.8%","±0.5","803,056","±10,717","28.6%","±0.4","1,211,918","±11,935","26.7%","±0.3","637,667","±8,215","27.2%","±0.3","294,864","±8,641","23.1%","±0.7","760,689","±11,585","28.0%","±0.4","136,954","±4,706","28.4%","±1.0","211,313","±5,581","26.5%","±0.7","323,231","±7,750","27.5%","±0.7","197,958","±6,657","32.2%","±1.1","904,684","±14,580","25.4%","±0.4","234,100","±6,661","25.9%","±0.7","2,187,237","±21,928","27.0%","±0.3","1,165,448","±14,707","26.9%","±0.3","94,420","±3,303","29.7%","±1.0","1,368,809","±16,138","26.7%","±0.3","439,614","±9,132","26.4%","±0.5","470,540","±9,321","28.1%","±0.6","1,315,377","±13,517","23.6%","±0.2","141,107","±5,240","30.4%","±1.1","550,853","±11,057","25.7%","±0.5","103,134","±3,748","28.3%","±1.0","758,052","±12,861","26.9%","±0.5","2,377,946","±22,754","23.8%","±0.2","196,833","±6,440","20.0%","±0.7","87,772","±3,662","27.2%","±1.1","820,064","±15,194","24.3%","±0.4","763,902","±11,750","26.4%","±0.4","257,372","±6,031","29.2%","±0.7","766,406","±8,824","29.2%","±0.3","66,985","±3,812","25.5%","±1.5","344,099","±8,592","21.0%","±0.5"
"    3 bedrooms","1,091,263","±12,769","50.2%","±0.6","108,206","±4,024","35.2%","±1.3","1,066,050","±14,243","37.4%","±0.5","649,723","±9,960","49.3%","±0.8","4,578,976","±23,432","33.5%","±0.2","756,695","±11,326","34.2%","±0.5","543,439","±7,870","36.5%","±0.5","178,716","±5,050","44.0%","±1.2","60,300","±3,926","20.3%","±1.3","3,474,169","±25,689","38.6%","±0.3","1,803,402","±13,871","44.1%","±0.3","181,632","±5,759","34.9%","±1.1","266,406","±5,327","39.8%","±0.8","1,954,768","±19,305","36.9%","±0.4","1,243,319","±13,592","44.4%","±0.5","522,592","±7,687","39.1%","±0.6","471,780","±9,691","38.2%","±0.8","867,662","±10,755","45.0%","±0.6","949,425","±9,592","48.2%","±0.5","273,383","±6,515","37.9%","±0.9","893,504","±12,345","37.5%","±0.5","962,768","±11,295","34.3%","±0.4","1,984,970","±15,578","43.8%","±0.3","807,454","±10,292","34.4%","±0.4","673,587","±10,325","52.8%","±0.8","1,126,456","±11,383","41.5%","±0.4","172,724","±4,712","35.8%","±1.0","302,733","±5,282","38.0%","±0.7","451,730","±9,179","38.4%","±0.8","229,077","±6,191","37.2%","±1.0","1,158,045","±14,185","32.6%","±0.4","409,303","±8,949","45.4%","±1.0","2,550,209","±18,127","31.5%","±0.2","2,059,122","±16,244","47.5%","±0.4","107,949","±3,633","33.9%","±1.1","2,177,762","±16,676","42.5%","±0.3","812,790","±10,168","48.8%","±0.6","699,440","±9,498","41.7%","±0.6","2,387,544","±16,862","42.9%","±0.3","170,312","±5,059","36.8%","±1.1","1,040,357","±11,952","48.6%","±0.6","121,084","±4,135","33.3%","±1.2","1,333,052","±13,977","47.4%","±0.5","4,199,876","±25,529","42.0%","±0.3","309,457","±6,853","31.5%","±0.7","123,463","±3,528","38.3%","±1.1","1,304,958","±14,805","38.7%","±0.4","1,086,549","±14,512","37.6%","±0.5","405,721","±7,315","46.0%","±0.8","1,078,921","±10,900","41.1%","±0.4","103,739","±4,235","39.6%","±1.6","907,486","±10,348","55.4%","±0.6"
"    4 bedrooms","326,209","±8,193","15.0%","±0.4","42,010","±2,986","13.7%","±1.0","487,605","±11,349","17.1%","±0.4","152,368","±5,671","11.6%","±0.4","2,228,240","±18,340","16.3%","±0.1","417,908","±9,910","18.9%","±0.4","252,264","±7,191","17.0%","±0.5","85,493","±4,197","21.0%","±1.0","23,306","±2,193","7.9%","±0.7","1,138,589","±17,497","12.7%","±0.2","727,666","±11,292","17.8%","±0.3","70,178","±4,070","13.5%","±0.8","119,682","±4,937","17.9%","±0.7","828,876","±11,031","15.6%","±0.2","418,336","±8,185","15.0%","±0.3","228,913","±5,671","17.1%","±0.4","219,169","±6,533","17.8%","±0.5","272,893","±8,350","14.1%","±0.4","276,406","±7,741","14.0%","±0.4","95,001","±4,402","13.2%","±0.6","492,092","±8,281","20.7%","±0.3","446,599","±8,232","15.9%","±0.3","702,790","±10,736","15.5%","±0.2","458,269","±8,474","19.5%","±0.4","183,977","±6,566","14.4%","±0.5","409,582","±8,272","15.1%","±0.3","78,093","±3,960","16.2%","±0.8","141,969","±4,724","17.8%","±0.6","194,651","±7,390","16.6%","±0.6","91,178","±4,708","14.8%","±0.8","657,980","±10,229","18.5%","±0.3","127,090","±5,239","14.1%","±0.6","1,072,974","±13,585","13.2%","±0.2","621,066","±11,610","14.3%","±0.3","59,598","±2,748","18.7%","±0.9","865,020","±10,610","16.9%","±0.2","215,623","±6,197","12.9%","±0.4","232,005","±7,425","13.8%","±0.4","936,792","±11,374","16.8%","±0.2","57,418","±2,816","12.4%","±0.6","311,328","±8,795","14.5%","±0.4","71,356","±3,245","19.6%","±0.9","383,108","±8,968","13.6%","±0.3","1,651,868","±20,371","16.5%","±0.2","215,217","±5,663","21.9%","±0.6","49,137","±2,338","15.2%","±0.7","688,198","±13,264","20.4%","±0.4","471,909","±9,712","16.3%","±0.3","109,472","±4,958","12.4%","±0.6","375,058","±7,651","14.3%","±0.3","44,227","±3,076","16.9%","±1.2","221,119","±6,300","13.5%","±0.4"
"    5 or more bedrooms","70,413","±4,018","3.2%","±0.2","11,281","±1,728","3.7%","±0.6","109,384","±6,112","3.8%","±0.2","27,518","±2,396","2.1%","±0.2","586,996","±12,217","4.3%","±0.1","156,688","±5,741","7.1%","±0.3","68,167","±3,946","4.6%","±0.3","18,209","±2,047","4.5%","±0.5","10,420","±1,569","3.5%","±0.5","210,113","±7,236","2.3%","±0.1","245,806","±7,844","6.0%","±0.2","32,286","±2,645","6.2%","±0.5","50,023","±2,940","7.5%","±0.4","216,856","±6,492","4.1%","±0.1","91,655","±4,082","3.3%","±0.1","64,255","±3,239","4.8%","±0.2","67,545","±3,632","5.5%","±0.3","64,132","±3,529","3.3%","±0.2","40,119","±3,033","2.0%","±0.2","26,690","±2,275","3.7%","±0.3","171,940","±5,742","7.2%","±0.2","121,462","±4,830","4.3%","±0.2","157,283","±5,223","3.5%","±0.1","131,685","±4,538","5.6%","±0.2","31,721","±2,915","2.5%","±0.2","104,632","±4,549","3.9%","±0.2","29,453","±2,477","6.1%","±0.5","40,758","±2,730","5.1%","±0.3","52,720","±4,151","4.5%","±0.4","20,997","±2,446","3.4%","±0.4","203,136","±6,721","5.7%","±0.2","17,540","±1,971","1.9%","±0.2","363,832","±7,621","4.5%","±0.1","142,450","±6,519","3.3%","±0.2","20,331","±1,895","6.4%","±0.6","164,631","±5,892","3.2%","±0.1","28,028","±2,197","1.7%","±0.1","58,620","±3,141","3.5%","±0.2","235,517","±6,037","4.2%","±0.1","15,464","±1,872","3.3%","±0.4","70,848","±3,500","3.3%","±0.2","26,083","±1,728","7.2%","±0.5","90,755","±4,393","3.2%","±0.2","317,698","±7,624","3.2%","±0.1","173,039","±5,488","17.6%","±0.6","16,684","±1,544","5.2%","±0.5","212,339","±6,097","6.3%","±0.2","131,451","±5,353","4.6%","±0.2","27,322","±2,580","3.1%","±0.3","93,160","±4,745","3.5%","±0.2","18,228","±2,036","6.9%","±0.8","36,238","±2,970","2.2%","±0.2"
"HOUSING TENURE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,815,152","±10,938","1,815,152","(X)","254,610","±2,804","254,610","(X)","2,334,050","±12,895","2,334,050","(X)","1,114,902","±8,104","1,114,902","(X)","12,406,475","±16,820","12,406,475","(X)","1,960,585","±9,151","1,960,585","(X)","1,358,809","±7,109","1,358,809","(X)","328,765","±4,178","328,765","(X)","252,388","±3,730","252,388","(X)","7,035,068","±25,739","7,035,068","(X)","3,482,420","±15,694","3,482,420","(X)","445,812","±4,223","445,812","(X)","576,709","±5,739","576,709","(X)","4,752,857","±13,579","4,752,857","(X)","2,470,905","±11,185","2,470,905","(X)","1,223,439","±6,610","1,223,439","(X)","1,101,658","±6,952","1,101,658","(X)","1,684,348","±9,801","1,684,348","(X)","1,689,822","±9,615","1,689,822","(X)","545,417","±5,576","545,417","(X)","2,127,439","±8,728","2,127,439","(X)","2,520,419","±10,488","2,520,419","(X)","3,806,621","±12,287","3,806,621","(X)","2,091,548","±8,178","2,091,548","(X)","1,079,999","±8,323","1,079,999","(X)","2,350,628","±10,288","2,350,628","(X)","402,747","±4,175","402,747","(X)","719,304","±4,689","719,304","(X)","989,811","±6,963","989,811","(X)","515,431","±4,523","515,431","(X)","3,172,421","±11,815","3,172,421","(X)","765,183","±5,603","765,183","(X)","7,196,427","±16,507","7,196,427","(X)","3,670,859","±14,413","3,670,859","(X)","280,412","±3,191","280,412","(X)","4,525,066","±15,956","4,525,066","(X)","1,432,959","±7,544","1,432,959","(X)","1,507,137","±8,164","1,507,137","(X)","4,936,030","±14,212","4,936,030","(X)","402,295","±4,265","402,295","(X)","1,761,393","±10,691","1,761,393","(X)","318,955","±3,470","318,955","(X)","2,440,663","±12,796","2,440,663","(X)","8,738,664","±20,291","8,738,664","(X)","880,025","±4,985","880,025","(X)","256,922","±2,727","256,922","(X)","2,992,732","±14,604","2,992,732","(X)","2,606,863","±9,745","2,606,863","(X)","741,940","±5,724","741,940","(X)","2,279,532","±9,375","2,279,532","(X)","222,803","±3,575","222,803","(X)","1,319,448","±9,440","1,319,448","(X)"
"    Owner-occupied","1,272,846","±12,811","70.1%","±0.5","162,785","±3,878","63.9%","±1.4","1,522,938","±13,309","65.2%","±0.5","751,568","±9,191","67.4%","±0.7","6,903,175","±27,402","55.6%","±0.2","1,292,792","±11,248","65.9%","±0.6","923,617","±8,286","68.0%","±0.6","239,884","±4,113","73.0%","±1.1","107,193","±3,924","42.5%","±1.6","4,794,130","±25,332","68.1%","±0.3","2,304,165","±17,073","66.2%","±0.4","258,533","±5,422","58.0%","±1.1","401,532","±6,302","69.6%","±0.9","3,219,338","±16,289","67.7%","±0.3","1,736,751","±11,947","70.3%","±0.4","885,284","±8,254","72.4%","±0.5","749,907","±8,746","68.1%","±0.6","1,156,292","±12,036","68.6%","±0.6","1,141,504","±11,499","67.6%","±0.6","396,395","±5,449","72.7%","±0.9","1,426,267","±12,068","67.0%","±0.5","1,568,382","±10,691","62.2%","±0.4","2,769,474","±14,635","72.8%","±0.3","1,527,328","±10,448","73.0%","±0.4","753,374","±9,176","69.8%","±0.7","1,621,371","±13,182","69.0%","±0.5","280,633","±4,455","69.7%","±1.0","484,649","±6,026","67.4%","±0.8","565,869","±9,281","57.2%","±0.8","369,448","±5,293","71.7%","±0.9","2,106,728","±14,618","66.4%","±0.4","519,864","±7,374","67.9%","±0.9","3,904,123","±16,568","54.3%","±0.2","2,465,551","±18,417","67.2%","±0.4","187,673","±3,460","66.9%","±1.2","3,095,197","±18,587","68.4%","±0.4","971,378","±9,238","67.8%","±0.5","942,674","±8,824","62.5%","±0.6","3,461,678","±15,683","70.1%","±0.3","244,516","±5,053","60.8%","±1.2","1,210,160","±11,085","68.7%","±0.5","216,821","±3,676","68.0%","±1.1","1,662,768","±15,433","68.1%","±0.5","5,555,903","±27,420","63.6%","±0.3","615,142","±6,267","69.9%","±0.7","180,847","±3,870","70.4%","±1.3","2,025,240","±16,608","67.7%","±0.4","1,644,939","±11,518","63.1%","±0.4","553,429","±5,834","74.6%","±0.8","1,566,039","±12,101","68.7%","±0.5","155,278","±3,397","69.7%","±1.4","929,831","±9,777","70.5%","±0.5"
"    Renter-occupied","542,306","±10,228","29.9%","±0.5","91,825","±3,849","36.1%","±1.4","811,112","±13,574","34.8%","±0.5","363,334","±8,761","32.6%","±0.7","5,503,300","±25,377","44.4%","±0.2","667,793","±12,023","34.1%","±0.6","435,192","±8,295","32.0%","±0.6","88,881","±3,899","27.0%","±1.1","145,195","±4,932","57.5%","±1.6","2,240,938","±20,709","31.9%","±0.3","1,178,255","±14,458","33.8%","±0.4","187,279","±5,414","42.0%","±1.1","175,177","±5,242","30.4%","±0.9","1,533,519","±13,202","32.3%","±0.3","734,154","±9,897","29.7%","±0.4","338,155","±6,728","27.6%","±0.5","351,751","±6,919","31.9%","±0.6","528,056","±11,015","31.4%","±0.6","548,318","±11,587","32.4%","±0.6","149,022","±5,676","27.3%","±0.9","701,172","±11,745","33.0%","±0.5","952,037","±10,587","37.8%","±0.4","1,037,147","±11,792","27.2%","±0.3","564,220","±7,849","27.0%","±0.4","326,625","±7,460","30.2%","±0.7","729,257","±11,761","31.0%","±0.5","122,114","±4,642","30.3%","±1.0","234,655","±5,829","32.6%","±0.8","423,942","±8,805","42.8%","±0.8","145,983","±5,144","28.3%","±0.9","1,065,693","±11,891","33.6%","±0.4","245,319","±7,043","32.1%","±0.9","3,292,304","±17,577","45.7%","±0.2","1,205,308","±14,092","32.8%","±0.4","92,739","±3,625","33.1%","±1.2","1,429,869","±17,019","31.6%","±0.4","461,581","±7,782","32.2%","±0.5","564,463","±10,492","37.5%","±0.6","1,474,352","±16,039","29.9%","±0.3","157,779","±5,612","39.2%","±1.2","551,233","±10,628","31.3%","±0.5","102,134","±3,829","32.0%","±1.1","777,895","±11,156","31.9%","±0.5","3,182,761","±25,433","36.4%","±0.3","264,883","±6,277","30.1%","±0.7","76,075","±3,506","29.6%","±1.3","967,492","±13,869","32.3%","±0.4","961,924","±12,195","36.9%","±0.4","188,511","±6,311","25.4%","±0.8","713,493","±10,686","31.3%","±0.5","67,525","±3,690","30.3%","±1.4","389,617","±7,765","29.5%","±0.5"
