"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"            With own children under 18 years","152,614","±7,028","8.3%","±0.4","19,215","±2,045","7.5%","±0.8","176,410","±8,161","7.5%","±0.3","89,603","±4,673","7.9%","±0.4","917,686","±17,384","7.4%","±0.1","116,267","±4,482","5.9%","±0.2","102,428","±4,602","7.6%","±0.3","24,991","±2,945","7.5%","±0.9","22,416","±2,233","8.3%","±0.8","509,982","±14,032","7.2%","±0.2","308,598","±9,149","8.8%","±0.3","24,811","±2,526","5.5%","±0.6","33,604","±2,782","5.8%","±0.5","338,394","±9,059","7.1%","±0.2","192,326","±6,276","7.8%","±0.3","75,892","±3,817","6.2%","±0.3","75,691","±4,114","6.9%","±0.4","124,367","±7,311","7.4%","±0.4","163,715","±6,281","9.6%","±0.4","34,788","±2,472","6.3%","±0.5","170,909","±6,006","8.0%","±0.3","181,211","±6,889","7.2%","±0.3","270,349","±7,165","7.2%","±0.2","127,217","±5,348","6.1%","±0.3","113,296","±4,965","10.5%","±0.4","174,990","±5,787","7.5%","±0.2","21,366","±1,806","5.3%","±0.5","45,617","±3,073","6.3%","±0.4","75,175","±5,412","7.7%","±0.5","30,298","±2,650","5.9%","±0.5","228,577","±6,872","7.2%","±0.2","64,188","±4,368","8.4%","±0.6","567,746","±13,166","7.9%","±0.2","302,777","±8,924","8.2%","±0.2","15,562","±1,688","5.5%","±0.6","351,830","±8,647","7.8%","±0.2","105,999","±4,387","7.3%","±0.3","87,899","±4,479","5.8%","±0.3","324,860","±7,577","6.6%","±0.2","32,481","±2,732","7.9%","±0.6","145,822","±6,571","8.2%","±0.4","21,409","±2,232","6.6%","±0.7","180,995","±7,254","7.3%","±0.3","762,729","±17,555","8.6%","±0.2","53,998","±3,932","6.1%","±0.4","14,910","±1,600","5.8%","±0.6","202,643","±8,499","6.8%","±0.3","166,572","±5,755","6.3%","±0.2","44,936","±3,493","6.1%","±0.5","146,652","±5,243","6.4%","±0.2","12,960","±1,775","5.8%","±0.8","","","",""
"    Nonfamily households","592,751","±10,671","32.1%","±0.6","84,051","±3,827","32.7%","±1.5","812,132","±14,770","34.5%","±0.6","370,416","±8,084","32.8%","±0.7","3,950,225","±26,530","31.7%","±0.2","718,917","±10,654","36.4%","±0.5","458,542","±8,328","33.9%","±0.6","106,091","±3,799","31.8%","±1.0","154,625","±3,878","57.6%","±1.3","2,546,425","±26,485","35.8%","±0.3","1,118,534","±17,385","32.0%","±0.5","136,774","±5,036","30.5%","±1.0","181,511","±6,585","31.3%","±1.0","1,638,344","±15,136","34.6%","±0.3","825,722","±12,171","33.5%","±0.5","431,870","±6,748","35.5%","±0.5","379,685","±6,731","34.5%","±0.6","552,254","±10,963","33.0%","±0.6","583,813","±9,499","34.3%","±0.5","204,091","±5,762","37.0%","±1.1","718,941","±10,629","33.7%","±0.5","934,147","±11,975","36.9%","±0.5","1,299,549","±14,117","34.4%","±0.3","740,011","±10,692","35.3%","±0.5","340,033","±7,691","31.5%","±0.7","806,243","±11,156","34.4%","±0.5","151,119","±4,445","37.4%","±1.0","253,355","±5,346","35.0%","±0.7","345,371","±10,167","35.2%","±0.9","166,953","±6,243","32.3%","±1.1","976,225","±15,817","30.8%","±0.5","264,787","±8,177","34.5%","±1.0","2,580,302","±24,145","35.9%","±0.3","1,227,800","±18,768","33.3%","±0.5","108,221","±3,260","38.2%","±1.1","1,622,628","±16,745","35.8%","±0.3","484,876","±7,589","33.6%","±0.5","560,233","±10,313","36.9%","±0.6","1,743,632","±16,935","35.3%","±0.3","156,078","±5,279","37.9%","±1.2","567,146","±12,343","32.1%","±0.7","112,536","±4,057","34.8%","±1.2","841,742","±12,874","34.1%","±0.5","2,679,053","±22,786","30.3%","±0.2","221,775","±6,948","25.1%","±0.8","95,739","±3,311","37.2%","±1.2","979,736","±14,030","32.8%","±0.4","932,770","±12,127","35.4%","±0.4","257,599","±6,280","35.0%","±0.9","812,425","±11,680","35.7%","±0.5","79,921","±3,362","35.9%","±1.5","","","",""
"        Householder living alone","520,241","±10,530","28.2%","±0.6","64,846","±3,636","25.2%","±1.4","650,612","±13,749","27.6%","±0.6","316,351","±8,641","28.1%","±0.7","3,050,172","±24,142","24.5%","±0.2","568,963","±9,817","28.8%","±0.5","384,135","±7,587","28.4%","±0.6","84,187","±3,521","25.3%","±1.0","121,522","±3,974","45.2%","±1.4","2,078,284","±23,940","29.2%","±0.3","929,969","±16,245","26.6%","±0.4","108,071","±4,799","24.1%","±1.0","144,079","±5,773","24.8%","±0.9","1,372,272","±15,227","29.0%","±0.3","687,171","±12,027","27.9%","±0.5","358,391","±7,174","29.5%","±0.6","313,147","±6,824","28.4%","±0.6","471,518","±11,021","28.2%","±0.6","492,531","±9,554","28.9%","±0.6","156,958","±5,081","28.4%","±1.0","592,823","±10,768","27.8%","±0.5","742,371","±11,686","29.3%","±0.5","1,092,559","±13,428","29.0%","±0.3","600,179","±10,065","28.6%","±0.5","297,896","±7,925","27.6%","±0.7","668,566","±10,281","28.6%","±0.4","123,553","±4,146","30.6%","±1.0","208,428","±5,078","28.8%","±0.7","271,647","±8,971","27.7%","±0.8","130,657","±5,773","25.3%","±1.0","829,045","±14,658","26.2%","±0.4","220,008","±6,656","28.7%","±0.8","2,119,464","±22,860","29.5%","±0.3","1,031,543","±17,135","28.0%","±0.4","88,099","±2,885","31.1%","±1.1","1,364,722","±14,225","30.1%","±0.3","408,924","±7,787","28.3%","±0.5","431,258","±9,449","28.4%","±0.6","1,467,909","±16,523","29.7%","±0.3","126,149","±5,211","30.6%","±1.2","483,491","±12,458","27.3%","±0.7","93,067","±4,072","28.8%","±1.2","715,609","±13,292","29.0%","±0.5","2,210,249","±20,929","25.0%","±0.2","175,353","±5,543","19.8%","±0.6","71,136","±3,098","27.6%","±1.1","787,081","±12,794","26.3%","±0.4","724,391","±10,911","27.5%","±0.4","221,498","±5,747","30.1%","±0.8","655,662","±10,937","28.8%","±0.5","60,037","±3,039","27.0%","±1.3","","","",""
"            65 years and over","182,777","±5,324","9.9%","±0.3","14,864","±1,523","5.8%","±0.6","224,514","±7,473","9.5%","±0.3","113,730","±4,180","10.1%","±0.4","1,060,017","±13,562","8.5%","±0.1","158,760","±5,118","8.0%","±0.3","145,738","±4,531","10.8%","±0.3","33,566","±2,469","10.1%","±0.7","26,279","±1,754","9.8%","±0.7","833,447","±14,230","11.7%","±0.2","275,805","±7,899","7.9%","±0.2","37,138","±2,779","8.3%","±0.6","51,299","±3,286","8.8%","±0.6","476,848","±9,232","10.1%","±0.2","239,178","±5,973","9.7%","±0.2","135,926","±4,088","11.2%","±0.3","112,458","±3,962","10.2%","±0.4","171,144","±5,236","10.2%","±0.3","157,191","±4,952","9.2%","±0.3","60,744","±2,692","11.0%","±0.5","191,377","±5,752","9.0%","±0.3","275,847","±6,571","10.9%","±0.3","396,094","±7,049","10.5%","±0.2","208,334","±5,574","9.9%","±0.3","105,609","±4,125","9.8%","±0.4","238,085","±6,163","10.2%","±0.3","45,558","±2,586","11.3%","±0.6","74,623","±2,981","10.3%","±0.4","82,596","±4,260","8.4%","±0.4","45,989","±2,967","8.9%","±0.6","327,599","±7,726","10.3%","±0.2","74,330","±3,865","9.7%","±0.5","760,765","±12,193","10.6%","±0.2","337,273","±8,867","9.2%","±0.2","29,282","±1,587","10.3%","±0.6","485,283","±7,372","10.7%","±0.2","150,353","±4,225","10.4%","±0.3","153,373","±5,392","10.1%","±0.4","572,793","±8,531","11.6%","±0.2","46,920","±2,724","11.4%","±0.7","167,971","±5,754","9.5%","±0.3","32,893","±2,429","10.2%","±0.8","236,803","±6,386","9.6%","±0.3","650,332","±9,626","7.3%","±0.1","55,472","±3,176","6.3%","±0.4","25,955","±1,609","10.1%","±0.6","256,023","±6,583","8.6%","±0.2","228,997","±6,500","8.7%","±0.2","85,976","±3,142","11.7%","±0.4","239,022","±5,422","10.5%","±0.2","19,380","±1,433","8.7%","±0.6","","","",""
"    Households with one or more people under 18 years","595,946","±10,529","32.3%","±0.5","94,781","±3,935","36.8%","±1.4","763,486","±15,770","32.4%","±0.6","363,103","±6,418","32.2%","±0.6","4,565,791","±21,410","36.6%","±0.2","637,884","±10,425","32.3%","±0.5","434,504","±7,590","32.1%","±0.5","107,843","±4,072","32.4%","±1.2","54,442","±2,482","20.3%","±0.9","2,015,021","±21,752","28.4%","±0.3","1,251,444","±16,317","35.8%","±0.5","152,627","±4,768","34.0%","±1.0","198,911","±5,640","34.3%","±0.9","1,552,953","±13,642","32.8%","±0.3","809,020","±10,411","32.8%","±0.4","367,278","±6,880","30.2%","±0.5","363,236","±6,465","33.0%","±0.6","539,140","±9,312","32.2%","±0.5","568,387","±10,943","33.4%","±0.6","148,810","±4,448","27.0%","±0.7","707,943","±10,562","33.2%","±0.5","781,451","±11,956","30.9%","±0.4","1,155,422","±12,098","30.6%","±0.3","657,387","±8,408","31.4%","±0.4","372,905","±8,103","34.5%","±0.6","738,181","±9,300","31.5%","±0.4","107,951","±3,794","26.7%","±0.9","232,518","±4,529","32.1%","±0.6","329,477","±8,486","33.5%","±0.8","156,571","±4,077","30.3%","±0.8","1,088,973","±12,415","34.4%","±0.4","245,467","±6,957","32.0%","±0.9","2,275,445","±17,704","31.7%","±0.2","1,189,022","±17,408","32.3%","±0.4","82,029","±3,278","28.9%","±1.1","1,386,311","±13,212","30.5%","±0.3","477,570","±8,255","33.1%","±0.5","445,922","±8,847","29.4%","±0.6","1,449,673","±14,527","29.4%","±0.3","122,449","±4,098","29.7%","±0.9","568,874","±11,226","32.2%","±0.6","99,288","±3,712","30.7%","±1.1","767,814","±11,631","31.1%","±0.4","3,377,556","±26,202","38.2%","±0.3","370,862","±7,132","41.9%","±0.7","70,872","±2,778","27.5%","±1.0","994,666","±13,086","33.3%","±0.4","834,360","±9,660","31.7%","±0.4","201,482","±6,153","27.4%","±0.8","683,012","±9,469","30.0%","±0.4","64,891","±3,318","29.2%","±1.3","","","",""
"    Households with one or more people 65 years and over","479,025","±4,794","26.0%","±0.3","42,090","±1,473","16.4%","±0.6","636,343","±5,422","27.0%","±0.2","296,567","±3,405","26.3%","±0.3","3,085,677","±11,414","24.7%","±0.1","407,641","±4,202","20.6%","±0.2","358,228","±3,561","26.5%","±0.3","93,318","±1,524","28.0%","±0.4","54,344","±1,168","20.2%","±0.5","2,265,763","±14,242","31.9%","±0.2","760,545","±7,163","21.8%","±0.2","140,920","±2,910","31.4%","±0.5","142,014","±2,508","24.5%","±0.4","1,159,080","±6,901","24.5%","±0.1","595,011","±4,669","24.1%","±0.2","310,537","±2,614","25.5%","±0.2","265,468","±3,286","24.1%","±0.3","422,320","±4,429","25.3%","±0.2","409,277","±4,178","24.0%","±0.2","151,934","±2,184","27.5%","±0.4","516,682","±4,420","24.2%","±0.2","652,671","±4,580","25.8%","±0.2","980,687","±5,360","26.0%","±0.1","487,149","±3,927","23.2%","±0.2","275,479","±3,379","25.5%","±0.3","592,732","±5,130","25.3%","±0.2","107,104","±1,995","26.5%","±0.5","171,356","±2,209","23.7%","±0.3","238,423","±3,403","24.3%","±0.3","128,369","±2,153","24.9%","±0.4","852,535","±5,944","26.9%","±0.2","199,426","±3,065","26.0%","±0.4","1,894,432","±7,935","26.4%","±0.1","891,946","±7,487","24.2%","±0.2","66,220","±1,087","23.4%","±0.4","1,165,160","±5,731","25.7%","±0.1","365,080","±3,089","25.3%","±0.2","393,156","±3,868","25.9%","±0.3","1,385,377","±6,998","28.1%","±0.1","109,077","±1,820","26.5%","±0.5","465,529","±5,466","26.3%","±0.3","79,568","±1,783","24.6%","±0.6","621,290","±5,761","25.2%","±0.2","1,890,720","±10,977","21.4%","±0.1","175,791","±2,382","19.9%","±0.3","66,200","±1,129","25.7%","±0.4","712,080","±7,242","23.8%","±0.2","607,343","±5,063","23.1%","±0.2","213,661","±2,892","29.1%","±0.3","553,497","±3,838","24.3%","±0.2","49,689","±1,225","22.3%","±0.5","","","",""
"    Average household size","2.54","±0.02","(X)","(X)","2.71","±0.04","(X)","(X)","2.69","±0.01","(X)","(X)","2.54","±0.02","(X)","(X)","2.96","±0.01","(X)","(X)","2.53","±0.01","(X)","(X)","2.56","±0.01","(X)","(X)","2.65","±0.03","(X)","(X)","2.15","±0.03","(X)","(X)","2.62","±0.01","(X)","(X)","2.74","±0.01","(X)","(X)","2.97","±0.04","(X)","(X)","2.68","±0.03","(X)","(X)","2.65","±0.01","(X)","(X)","2.57","±0.01","(X)","(X)","2.44","±0.01","(X)","(X)","2.53","±0.01","(X)","(X)","2.54","±0.01","(X)","(X)","2.61","±0.01","(X)","(X)","2.34","±0.02","(X)","(X)","2.67","±0.01","(X)","(X)","2.51","±0.01","(X)","(X)","2.56","±0.01","(X)","(X)","2.48","±0.01","(X)","(X)","2.67","±0.02","(X)","(X)","2.49","±0.01","(X)","(X)","2.40","±0.03","(X)","(X)","2.48","±0.02","(X)","(X)","2.74","±0.03","(X)","(X)","2.47","±0.02","(X)","(X)","2.73","±0.01","(X)","(X)","2.66","±0.02","(X)","(X)","2.63","±0.01","(X)","(X)","2.55","±0.01","(X)","(X)","2.32","±0.02","(X)","(X)","2.48","±0.01","(X)","(X)","2.55","±0.01","(X)","(X)","2.50","±0.01","(X)","(X)","2.49","±0.01","(X)","(X)","2.45","±0.02","(X)","(X)","2.57","±0.02","(X)","(X)","2.44","±0.02","(X)","(X)","2.53","±0.01","(X)","(X)","2.84","±0.01","(X)","(X)","3.13","±0.02","(X)","(X)","2.34","±0.02","(X)","(X)","2.63","±0.01","(X)","(X)","2.54","±0.01","(X)","(X)","2.46","±0.02","(X)","(X)","2.44","±0.01","(X)","(X)","2.49","±0.04","(X)","(X)","","","",""
"    Average family size","3.12","±0.03","(X)","(X)","3.25","±0.07","(X)","(X)","3.32","±0.03","(X)","(X)","3.12","±0.03","(X)","(X)","3.56","±0.01","(X)","(X)","3.15","±0.02","(X)","(X)","3.17","±0.03","(X)","(X)","3.17","±0.05","(X)","(X)","3.16","±0.08","(X)","(X)","3.26","±0.02","(X)","(X)","3.34","±0.02","(X)","(X)","3.57","±0.06","(X)","(X)","3.21","±0.04","(X)","(X)","3.32","±0.01","(X)","(X)","3.13","±0.02","(X)","(X)","3.02","±0.02","(X)","(X)","3.12","±0.02","(X)","(X)","3.11","±0.02","(X)","(X)","3.25","±0.03","(X)","(X)","2.86","±0.04","(X)","(X)","3.27","±0.02","(X)","(X)","3.14","±0.02","(X)","(X)","3.17","±0.02","(X)","(X)","3.07","±0.02","(X)","(X)","3.28","±0.04","(X)","(X)","3.07","±0.02","(X)","(X)","3.00","±0.04","(X)","(X)","3.06","±0.03","(X)","(X)","3.37","±0.04","(X)","(X)","2.96","±0.03","(X)","(X)","3.31","±0.02","(X)","(X)","3.31","±0.04","(X)","(X)","3.29","±0.01","(X)","(X)","3.12","±0.02","(X)","(X)","2.92","±0.04","(X)","(X)","3.09","±0.01","(X)","(X)","3.14","±0.02","(X)","(X)","3.06","±0.02","(X)","(X)","3.11","±0.01","(X)","(X)","3.06","±0.05","(X)","(X)","3.13","±0.03","(X)","(X)","3.01","±0.05","(X)","(X)","3.13","±0.02","(X)","(X)","3.43","±0.01","(X)","(X)","3.64","±0.04","(X)","(X)","2.84","±0.04","(X)","(X)","3.18","±0.02","(X)","(X)","3.10","±0.02","(X)","(X)","3.04","±0.04","(X)","(X)","3.02","±0.02","(X)","(X)","3.06","±0.07","(X)","(X)","","","",""
"RELATIONSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population in households","4,686,906","*****","4,686,906","(X)","696,365","*****","696,365","(X)","6,338,579","*****","6,338,579","(X)","2,859,046","*****","2,859,046","(X)","36,871,518","*****","36,871,518","(X)","5,001,327","*****","5,001,327","(X)","3,462,553","*****","3,462,553","(X)","882,722","*****","882,722","(X)","577,940","*****","577,940","(X)","18,635,836","*****","18,635,836","(X)","9,558,759","*****","9,558,759","(X)","1,331,912","*****","1,331,912","(X)","1,556,034","*****","1,556,034","(X)","12,567,547","*****","12,567,547","(X)","6,329,995","*****","6,329,995","(X)","2,964,197","*****","2,964,197","(X)","2,792,143","*****","2,792,143","(X)","4,243,477","*****","4,243,477","(X)","4,447,404","*****","4,447,404","(X)","1,292,643","*****","1,292,643","(X)","5,689,902","*****","5,689,902","(X)","6,349,092","*****","6,349,092","(X)","9,647,118","*****","9,647,118","(X)","5,209,467","*****","5,209,467","(X)","2,886,549","*****","2,886,549","(X)","5,836,654","*****","5,836,654","(X)","969,350","*****","969,350","(X)","1,791,476","*****","1,791,476","(X)","2,687,168","*****","2,687,168","(X)","1,278,090","*****","1,278,090","(X)","8,634,918","*****","8,634,918","(X)","2,039,592","*****","2,039,592","(X)","18,879,525","*****","18,879,525","(X)","9,399,136","*****","9,399,136","(X)","658,876","*****","658,876","(X)","11,238,646","*****","11,238,646","(X)","3,681,563","*****","3,681,563","(X)","3,785,214","*****","3,785,214","(X)","12,309,480","*****","12,309,480","(X)","1,008,639","*****","1,008,639","(X)","4,540,063","*****","4,540,063","(X)","790,031","*****","790,031","(X)","6,249,881","*****","6,249,881","(X)","25,093,488","*****","25,093,488","(X)","2,771,069","*****","2,771,069","(X)","601,102","*****","601,102","(X)","7,856,815","*****","7,856,815","(X)","6,684,920","*****","6,684,920","(X)","1,805,982","*****","1,805,982","(X)","5,560,531","*****","5,560,531","(X)","554,343","*****","554,343","(X)","","","",""
"    Householder","1,844,546","±11,416","39.4%","±0.2","257,330","±3,380","37.0%","±0.5","2,356,055","±12,130","37.2%","±0.2","1,127,621","±7,837","39.4%","±0.3","12,468,743","±22,250","33.8%","±0.1","1,975,388","±9,057","39.5%","±0.2","1,351,643","±7,309","39.0%","±0.2","333,192","±3,426","37.7%","±0.4","268,670","±3,200","46.5%","±0.6","7,106,283","±31,131","38.1%","±0.2","3,494,542","±15,336","36.6%","±0.2","448,563","±5,562","33.7%","±0.4","580,193","±6,204","37.3%","±0.4","4,737,208","±12,865","37.7%","±0.1","2,467,111","±11,107","39.0%","±0.2","1,216,765","±7,072","41.0%","±0.2","1,101,701","±5,567","39.5%","±0.2","1,672,134","±9,367","39.4%","±0.2","1,702,030","±9,725","38.3%","±0.2","552,051","±5,238","42.7%","±0.4","2,134,517","±9,936","37.5%","±0.2","2,532,067","±9,349","39.9%","±0.1","3,772,433","±14,208","39.1%","±0.1","2,096,477","±7,824","40.2%","±0.2","1,080,991","±8,431","37.4%","±0.3","2,341,074","±10,807","40.1%","±0.2","404,250","±4,567","41.7%","±0.5","723,800","±4,514","40.4%","±0.3","982,352","±9,598","36.6%","±0.4","516,454","±4,150","40.4%","±0.3","3,167,629","±9,918","36.7%","±0.1","767,285","±6,715","37.6%","±0.3","7,187,938","±18,167","38.1%","±0.1","3,683,364","±19,202","39.2%","±0.2","283,440","±2,528","43.0%","±0.4","4,538,555","±15,280","40.4%","±0.1","1,442,731","±7,338","39.2%","±0.2","1,516,979","±8,379","40.1%","±0.2","4,937,333","±13,801","40.1%","±0.1","412,259","±3,948","40.9%","±0.4","1,768,834","±12,783","39.0%","±0.3","323,215","±3,255","40.9%","±0.4","2,467,428","±12,592","39.5%","±0.2","8,850,370","±21,114","35.3%","±0.1","884,253","±5,722","31.9%","±0.2","257,358","±2,656","42.8%","±0.4","2,990,650","±13,887","38.1%","±0.2","2,632,621","±9,876","39.4%","±0.1","735,408","±6,147","40.7%","±0.3","2,275,352","±8,388","40.9%","±0.2","222,539","±3,310","40.1%","±0.6","","","",""
"    Spouse","889,857","±13,331","19.0%","±0.3","126,798","±4,126","18.2%","±0.6","1,109,011","±16,327","17.5%","±0.3","556,576","±8,905","19.5%","±0.3","6,057,230","±36,141","16.4%","±0.1","968,484","±12,052","19.4%","±0.2","659,724","±8,959","19.1%","±0.3","161,305","±3,512","18.3%","±0.4","57,188","±3,008","9.9%","±0.5","3,291,270","±25,726","17.7%","±0.1","1,667,264","±19,066","17.4%","±0.2","229,825","±6,221","17.3%","±0.5","319,037","±6,888","20.5%","±0.4","2,268,214","±15,021","18.0%","±0.1","1,215,980","±14,242","19.2%","±0.2","623,862","±7,668","21.0%","±0.3","556,843","±7,323","19.9%","±0.3","829,186","±12,698","19.5%","±0.3","740,889","±10,246","16.7%","±0.2","271,124","±7,047","21.0%","±0.5","993,204","±12,207","17.5%","±0.2","1,172,428","±12,864","18.5%","±0.2","1,818,659","±13,588","18.9%","±0.1","1,066,529","±9,414","20.5%","±0.2","486,631","±9,941","16.9%","±0.3","1,144,441","±12,152","19.6%","±0.2","199,833","±5,049","20.6%","±0.5","369,959","±5,540","20.7%","±0.3","450,069","±9,310","16.7%","±0.3","276,897","±5,204","21.7%","±0.4","1,604,851","±14,770","18.6%","±0.2","348,446","±8,162","17.1%","±0.4","3,165,583","±22,116","16.8%","±0.1","1,785,571","±18,703","19.0%","±0.2","142,360","±3,806","21.6%","±0.6","2,137,983","±17,752","19.0%","±0.2","715,933","±7,780","19.4%","±0.2","734,059","±9,744","19.4%","±0.3","2,373,503","±18,757","19.3%","±0.2","181,262","±5,250","18.0%","±0.5","853,039","±12,820","18.8%","±0.3","162,845","±4,515","20.6%","±0.6","1,189,182","±14,362","19.0%","±0.2","4,428,588","±28,835","17.6%","±0.1","534,015","±8,083","19.3%","±0.3","127,902","±3,325","21.3%","±0.6","1,518,018","±15,286","19.3%","±0.2","1,301,602","±12,948","19.5%","±0.2","356,218","±6,952","19.7%","±0.4","1,134,140","±12,089","20.4%","±0.2","114,729","±3,675","20.7%","±0.7","","","",""
"    Child","1,424,491","±15,653","30.4%","±0.3","221,905","±4,422","31.9%","±0.6","1,944,718","±19,527","30.7%","±0.3","852,416","±10,723","29.8%","±0.4","11,880,797","±43,827","32.2%","±0.1","1,452,488","±13,108","29.0%","±0.3","1,077,950","±11,030","31.1%","±0.3","259,254","±6,483","29.4%","±0.7","134,940","±3,997","23.3%","±0.7","5,392,307","±30,345","28.9%","±0.2","3,053,671","±23,384","31.9%","±0.2","387,501","±8,235","29.1%","±0.6","486,029","±8,478","31.2%","±0.5","4,002,800","±19,960","31.9%","±0.2","1,936,680","±16,099","30.6%","±0.3","857,464","±9,465","28.9%","±0.3","844,900","±7,529","30.3%","±0.3","1,275,809","±12,432","30.1%","±0.3","1,416,258","±15,824","31.8%","±0.4","328,829","±6,753","25.4%","±0.5","1,781,807","±15,294","31.3%","±0.3","1,883,574","±14,711","29.7%","±0.2","3,006,289","±19,973","31.2%","±0.2","1,543,710","±9,938","29.6%","±0.2","948,212","±14,494","32.8%","±0.5","1,720,786","±15,284","29.5%","±0.3","264,942","±6,269","27.3%","±0.6","531,670","±6,138","29.7%","±0.3","815,023","±12,970","30.3%","±0.5","359,286","±5,995","28.1%","±0.5","2,802,212","±16,689","32.5%","±0.2","645,937","±10,172","31.7%","±0.5","5,851,731","±25,877","31.0%","±0.1","2,817,079","±26,479","30.0%","±0.3","174,602","±3,804","26.5%","±0.6","3,375,650","±20,249","30.0%","±0.2","1,095,541","±10,214","29.8%","±0.3","1,039,621","±11,863","27.5%","±0.3","3,672,282","±20,971","29.8%","±0.2","285,996","±5,595","28.4%","±0.6","1,361,802","±17,195","30.0%","±0.4","223,650","±4,766","28.3%","±0.6","1,841,362","±16,843","29.5%","±0.3","8,383,315","±36,038","33.4%","±0.1","1,035,382","±10,072","37.4%","±0.4","150,941","±3,445","25.1%","±0.6","2,348,643","±17,897","29.9%","±0.2","1,918,348","±13,922","28.7%","±0.2","502,545","±8,440","27.8%","±0.5","1,618,483","±13,096","29.1%","±0.2","156,618","±4,043","28.3%","±0.7","","","",""
