"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        English","370,662","±13,720","7.6%","±0.3","55,731","±4,619","7.5%","±0.6","540,797","±15,444","7.9%","±0.2","243,266","±9,582","8.2%","±0.3","2,068,764","±28,266","5.3%","±0.1","525,373","±13,361","9.6%","±0.2","297,739","±8,703","8.3%","±0.2","92,590","±7,471","9.8%","±0.8","34,366","±2,829","5.1%","±0.4","1,394,499","±21,857","6.9%","±0.1","807,563","±21,460","7.9%","±0.2","57,233","±4,469","4.0%","±0.3","274,745","±11,096","16.6%","±0.7","705,328","±16,111","5.5%","±0.1","544,605","±16,686","8.2%","±0.3","245,365","±8,918","7.9%","±0.3","263,107","±9,714","9.0%","±0.3","431,150","±15,381","9.7%","±0.3","247,465","±12,660","5.3%","±0.3","279,077","±11,011","21.0%","±0.8","430,402","±10,700","7.2%","±0.2","649,897","±15,926","9.6%","±0.2","845,424","±14,394","8.5%","±0.1","289,898","±9,124","5.3%","±0.2","220,423","±13,214","7.4%","±0.4","529,420","±14,784","8.7%","±0.2","111,071","±6,325","10.8%","±0.6","145,239","±7,131","7.7%","±0.4","199,227","±8,540","6.9%","±0.3","216,605","±8,613","16.3%","±0.6","399,309","±11,837","4.5%","±0.1","115,647","±5,857","5.5%","±0.3","951,045","±19,133","4.8%","±0.1","936,412","±16,681","9.3%","±0.2","33,171","±4,246","4.4%","±0.6","951,448","±15,610","8.2%","±0.1","293,374","±9,490","7.5%","±0.2","468,019","±13,562","11.6%","±0.3","891,073","±18,017","7.0%","±0.1","108,742","±6,010","10.3%","±0.6","464,095","±14,640","9.5%","±0.3","47,822","±3,909","5.6%","±0.5","590,381","±14,587","8.9%","±0.2","1,646,549","±28,980","6.0%","±0.1","709,051","±17,153","23.7%","±0.6","102,973","±5,499","16.4%","±0.9","829,947","±18,048","9.9%","±0.2","736,287","±15,215","10.3%","±0.2","178,471","±7,598","9.7%","±0.4","315,999","±8,665","5.5%","±0.2","72,595","±5,792","12.4%","±1.0","","","",""
"        French (except Basque)","72,808","±6,253","1.5%","±0.1","21,204","±2,622","2.9%","±0.4","160,952","±8,784","2.4%","±0.1","52,227","±5,249","1.8%","±0.2","673,334","±16,982","1.7%","±0.1","152,970","±7,410","2.8%","±0.1","189,684","±8,290","5.3%","±0.2","16,292","±2,341","1.7%","±0.2","11,220","±2,156","1.7%","±0.3","439,743","±16,421","2.2%","±0.1","146,987","±9,051","1.4%","±0.1","16,490","±2,369","1.2%","±0.2","45,297","±5,094","2.7%","±0.3","222,888","±9,556","1.7%","±0.1","137,079","±7,398","2.1%","±0.1","65,654","±4,804","2.1%","±0.2","76,453","±5,334","2.6%","±0.2","67,971","±5,730","1.5%","±0.1","562,282","±16,171","12.0%","±0.3","198,866","±9,483","15.0%","±0.7","90,674","±6,509","1.5%","±0.1","441,659","±17,569","6.5%","±0.3","397,885","±10,442","4.0%","±0.1","173,603","±7,446","3.2%","±0.1","76,365","±7,069","2.6%","±0.2","190,743","±8,052","3.1%","±0.1","34,547","±2,966","3.3%","±0.3","39,126","±4,045","2.1%","±0.2","65,343","±5,034","2.3%","±0.2","188,981","±10,071","14.2%","±0.8","105,778","±7,500","1.2%","±0.1","32,475","±3,340","1.6%","±0.2","405,075","±13,634","2.0%","±0.1","155,010","±8,340","1.5%","±0.1","24,958","±2,558","3.3%","±0.3","230,273","±8,951","2.0%","±0.1","75,222","±5,553","1.9%","±0.1","131,537","±8,529","3.3%","±0.2","194,749","±7,911","1.5%","±0.1","104,665","±6,731","9.9%","±0.6","89,754","±6,011","1.8%","±0.1","18,926","±2,441","2.2%","±0.3","110,919","±5,612","1.7%","±0.1","539,147","±17,451","2.0%","±0.1","56,103","±6,099","1.9%","±0.2","77,817","±5,311","12.4%","±0.8","148,880","±7,734","1.8%","±0.1","213,425","±11,028","3.0%","±0.2","25,298","±3,399","1.4%","±0.2","185,396","±6,033","3.2%","±0.1","14,899","±2,382","2.5%","±0.4","","","",""
"        French Canadian","8,902","±2,309","0.2%","±0.1","6,531","±1,742","0.9%","±0.2","31,174","±3,700","0.5%","±0.1","4,773","±1,206","0.2%","±0.1","105,847","±5,947","0.3%","±0.1","25,620","±2,906","0.5%","±0.1","97,132","±7,107","2.7%","±0.2","2,252","±701","0.2%","±0.1","2,787","±1,254","0.4%","±0.2","111,402","±6,861","0.5%","±0.1","21,242","±3,425","0.2%","±0.1","3,108","±999","0.2%","±0.1","8,064","±1,809","0.5%","±0.1","34,034","±3,342","0.3%","±0.1","17,176","±2,676","0.3%","±0.1","6,778","±1,027","0.2%","±0.1","9,897","±1,846","0.3%","±0.1","7,554","±1,487","0.2%","±0.1","143,930","±9,071","3.1%","±0.2","103,402","±5,638","7.8%","±0.4","18,071","±2,493","0.3%","±0.1","260,758","±11,457","3.8%","±0.2","158,390","±8,113","1.6%","±0.1","52,700","±3,730","1.0%","±0.1","6,152","±1,483","0.2%","±0.1","15,370","±3,098","0.3%","±0.1","8,792","±1,451","0.9%","±0.1","5,898","±1,292","0.3%","±0.1","12,399","±2,054","0.4%","±0.1","122,080","±7,730","9.2%","±0.6","19,990","±3,390","0.2%","±0.1","5,603","±1,247","0.3%","±0.1","127,167","±6,556","0.6%","±0.1","31,450","±2,999","0.3%","±0.1","10,011","±1,807","1.3%","±0.2","32,509","±3,347","0.3%","±0.1","7,817","±1,584","0.2%","±0.1","26,277","±2,708","0.7%","±0.1","32,207","±3,998","0.3%","±0.1","50,619","±4,554","4.8%","±0.4","14,499","±2,381","0.3%","±0.1","4,547","±1,287","0.5%","±0.1","18,445","±3,379","0.3%","±0.1","76,019","±6,875","0.3%","±0.1","6,035","±1,521","0.2%","±0.1","51,399","±3,730","8.2%","±0.6","32,720","±3,821","0.4%","±0.1","54,381","±4,995","0.8%","±0.1","2,383","±985","0.1%","±0.1","51,419","±3,134","0.9%","±0.1","4,341","±1,567","0.7%","±0.3","","","",""
"        German","335,824","±11,514","6.9%","±0.2","121,197","±5,934","16.4%","±0.8","914,928","±19,424","13.4%","±0.3","321,546","±12,277","10.8%","±0.4","3,114,775","±40,720","8.0%","±0.1","1,086,537","±18,099","19.9%","±0.3","313,259","±10,849","8.7%","±0.3","117,100","±7,571","12.4%","±0.8","48,428","±3,791","7.2%","±0.6","1,961,746","±30,840","9.7%","±0.2","699,505","±17,964","6.8%","±0.2","84,937","±6,000","5.9%","±0.4","286,177","±10,986","17.3%","±0.7","2,347,730","±22,969","18.3%","±0.2","1,519,990","±24,179","23.0%","±0.4","1,086,602","±15,563","34.8%","±0.5","773,740","±18,122","26.6%","±0.6","621,590","±14,547","14.0%","±0.3","349,696","±14,321","7.5%","±0.3","105,980","±6,906","8.0%","±0.5","827,931","±18,735","13.8%","±0.3","406,851","±12,322","6.0%","±0.2","1,981,934","±21,927","20.0%","±0.2","1,819,989","±17,376","33.2%","±0.3","155,290","±10,148","5.2%","±0.3","1,467,632","±21,329","24.1%","±0.4","258,513","±8,066","25.0%","±0.8","671,680","±11,689","35.4%","±0.6","312,215","±9,937","10.8%","±0.3","125,258","±7,567","9.4%","±0.6","925,940","±18,247","10.3%","±0.2","168,187","±7,491","8.1%","±0.4","1,926,002","±25,733","9.7%","±0.1","1,040,525","±18,822","10.4%","±0.2","310,789","±8,071","41.1%","±1.1","2,979,533","±35,051","25.7%","±0.3","540,301","±12,881","13.8%","±0.3","763,279","±16,767","18.9%","±0.4","3,158,691","±27,471","24.7%","±0.2","55,211","±4,195","5.2%","±0.4","480,222","±14,225","9.8%","±0.3","327,969","±9,271","38.2%","±1.1","638,088","±14,115","9.7%","±0.2","2,577,763","±37,648","9.4%","±0.1","333,477","±12,496","11.1%","±0.4","65,863","±4,667","10.5%","±0.7","962,294","±16,434","11.5%","±0.2","1,266,397","±22,050","17.7%","±0.3","332,766","±11,536","18.0%","±0.6","2,300,337","±22,361","39.9%","±0.4","134,117","±6,172","22.9%","±1.1","","","",""
"        Greek","10,730","±2,633","0.2%","±0.1","2,847","±1,334","0.4%","±0.2","22,109","±2,874","0.3%","±0.1","3,452","±1,160","0.1%","±0.1","135,414","±8,613","0.3%","±0.1","22,577","±3,223","0.4%","±0.1","26,245","±3,428","0.7%","±0.1","3,709","±1,182","0.4%","±0.1","1,950","±871","0.3%","±0.1","91,583","±7,195","0.5%","±0.1","21,146","±3,664","0.2%","±0.1","2,202","±808","0.2%","±0.1","3,978","±1,320","0.2%","±0.1","99,413","±7,848","0.8%","±0.1","23,380","±4,136","0.4%","±0.1","5,992","±1,338","0.2%","±0.1","4,109","±1,203","0.1%","±0.1","7,067","±1,404","0.2%","±0.1","8,015","±2,314","0.2%","±0.1","7,153","±1,815","0.5%","±0.1","32,048","±3,436","0.5%","±0.1","86,878","±6,435","1.3%","±0.1","39,879","±3,519","0.4%","±0.1","10,557","±1,990","0.2%","±0.1","2,681","±1,077","0.1%","±0.1","15,302","±3,177","0.3%","±0.1","2,393","±868","0.2%","±0.1","2,916","±803","0.2%","±0.1","9,593","±2,048","0.3%","±0.1","15,841","±2,587","1.2%","±0.2","65,923","±7,830","0.7%","±0.1","2,794","±985","0.1%","±0.1","148,874","±10,032","0.8%","±0.1","22,389","±3,314","0.2%","±0.1","597","±341","0.1%","±0.1","56,917","±5,410","0.5%","±0.1","5,728","±1,162","0.1%","±0.1","14,316","±2,712","0.4%","±0.1","64,189","±5,521","0.5%","±0.1","7,867","±1,977","0.7%","±0.2","13,507","±2,127","0.3%","±0.1","1,053","±536","0.1%","±0.1","13,198","±3,385","0.2%","±0.1","44,050","±4,184","0.2%","±0.1","13,766","±3,080","0.5%","±0.1","3,883","±1,081","0.6%","±0.2","29,807","±3,708","0.4%","±0.1","27,503","±3,535","0.4%","±0.1","2,585","±802","0.1%","±0.1","18,903","±2,713","0.3%","±0.1","1,889","±836","0.3%","±0.1","","","",""
"        Hungarian","5,491","±1,662","0.1%","±0.1","2,063","±795","0.3%","±0.1","27,283","±2,903","0.4%","±0.1","3,722","±1,644","0.1%","±0.1","119,289","±8,506","0.3%","±0.1","21,772","±2,504","0.4%","±0.1","37,511","±4,157","1.0%","±0.1","2,662","±784","0.3%","±0.1","2,186","±595","0.3%","±0.1","94,412","±5,720","0.5%","±0.1","17,653","±2,196","0.2%","±0.1","3,317","±992","0.2%","±0.1","5,209","±1,943","0.3%","±0.1","51,644","±3,986","0.4%","±0.1","34,688","±3,917","0.5%","±0.1","2,656","±718","0.1%","±0.1","3,995","±1,037","0.1%","±0.1","8,371","±1,930","0.2%","±0.1","6,436","±2,323","0.1%","±0.1","3,503","±926","0.3%","±0.1","21,663","±2,347","0.4%","±0.1","19,178","±2,338","0.3%","±0.1","89,852","±5,401","0.9%","±0.1","13,716","±1,947","0.2%","±0.1","2,605","±1,135","0.1%","±0.1","15,655","±2,591","0.3%","±0.1","3,185","±1,191","0.3%","±0.1","3,297","±855","0.2%","±0.1","11,397","±1,874","0.4%","±0.1","6,682","±1,905","0.5%","±0.1","102,004","±7,319","1.1%","±0.1","4,471","±1,190","0.2%","±0.1","147,111","±7,796","0.7%","±0.1","25,217","±2,797","0.3%","±0.1","2,458","±891","0.3%","±0.1","181,322","±9,066","1.6%","±0.1","3,909","±941","0.1%","±0.1","13,891","±2,890","0.3%","±0.1","133,054","±6,435","1.0%","±0.1","2,379","±784","0.2%","±0.1","12,858","±2,146","0.3%","±0.1","2,590","±1,179","0.3%","±0.1","11,661","±2,035","0.2%","±0.1","34,693","±4,030","0.1%","±0.1","4,867","±1,408","0.2%","±0.1","3,069","±927","0.5%","±0.1","28,330","±2,798","0.3%","±0.1","22,242","±3,290","0.3%","±0.1","8,248","±1,810","0.4%","±0.1","24,514","±2,551","0.4%","±0.1","1,151","±541","0.2%","±0.1","","","",""
"        Irish","431,438","±14,671","8.9%","±0.3","67,447","±5,492","9.1%","±0.7","588,860","±16,044","8.6%","±0.2","320,421","±11,271","10.8%","±0.4","2,482,190","±36,091","6.3%","±0.1","598,439","±15,674","11.0%","±0.3","564,042","±14,455","15.7%","±0.4","142,093","±6,073","15.0%","±0.6","43,864","±3,875","6.5%","±0.6","1,776,690","±28,852","8.8%","±0.1","785,026","±21,875","7.7%","±0.2","61,944","±4,963","4.3%","±0.3","157,947","±9,703","9.5%","±0.6","1,451,939","±22,997","11.3%","±0.2","764,595","±20,786","11.6%","±0.3","415,007","±10,427","13.3%","±0.3","350,709","±12,079","12.0%","±0.4","535,248","±13,889","12.1%","±0.3","311,446","±11,619","6.7%","±0.2","232,445","±10,841","17.5%","±0.8","633,716","±16,102","10.6%","±0.3","1,374,665","±23,149","20.2%","±0.3","1,054,191","±16,391","10.6%","±0.2","568,522","±13,585","10.4%","±0.2","246,001","±11,714","8.2%","±0.4","775,082","±18,310","12.7%","±0.3","146,585","±7,404","14.2%","±0.7","239,565","±8,071","12.6%","±0.4","266,802","±10,525","9.2%","±0.4","274,267","±10,658","20.6%","±0.8","1,220,095","±22,109","13.6%","±0.2","126,384","±7,272","6.1%","±0.3","2,242,127","±33,775","11.3%","±0.2","852,326","±21,520","8.5%","±0.2","60,698","±5,262","8.0%","±0.7","1,554,488","±24,671","13.4%","±0.2","426,775","±10,594","10.9%","±0.3","470,113","±13,413","11.7%","±0.3","2,078,078","±24,307","16.2%","±0.2","195,043","±9,885","18.5%","±0.9","479,100","±14,160","9.8%","±0.3","89,681","±5,388","10.4%","±0.6","656,711","±16,683","9.9%","±0.3","1,807,670","±30,558","6.6%","±0.1","161,167","±8,880","5.4%","±0.3","112,304","±5,350","17.9%","±0.9","801,566","±18,612","9.6%","±0.2","755,151","±18,316","10.5%","±0.3","272,048","±10,359","14.8%","±0.6","627,170","±13,516","10.9%","±0.2","63,443","±5,090","10.8%","±0.9","","","",""
"        Italian","80,934","±6,387","1.7%","±0.1","22,043","±3,420","3.0%","±0.5","284,588","±9,494","4.2%","±0.1","51,107","±4,750","1.7%","±0.2","1,459,911","±26,618","3.7%","±0.1","269,259","±11,146","4.9%","±0.2","615,620","±14,104","17.1%","±0.4","86,600","±5,858","9.2%","±0.6","25,228","±2,559","3.8%","±0.4","1,201,497","±24,052","5.9%","±0.1","228,473","±11,654","2.2%","±0.1","30,457","±3,139","2.1%","±0.2","53,164","±5,246","3.2%","±0.3","774,873","±20,610","6.0%","±0.2","175,262","±8,764","2.6%","±0.1","67,383","±5,290","2.2%","±0.2","65,939","±4,469","2.3%","±0.2","87,394","±6,382","2.0%","±0.1","220,467","±11,503","4.7%","±0.2","72,318","±4,810","5.4%","±0.4","317,596","±11,255","5.3%","±0.2","901,335","±22,612","13.3%","±0.3","462,094","±16,578","4.7%","±0.2","133,754","±7,274","2.4%","±0.1","53,539","±5,702","1.8%","±0.2","208,392","±11,291","3.4%","±0.2","38,453","±4,826","3.7%","±0.5","49,732","±4,551","2.6%","±0.2","155,773","±9,398","5.4%","±0.3","136,290","±6,893","10.2%","±0.5","1,424,441","±23,442","15.9%","±0.3","44,334","±3,917","2.1%","±0.2","2,436,981","±30,716","12.3%","±0.2","309,966","±12,444","3.1%","±0.1","8,239","±1,669","1.1%","±0.2","740,951","±16,548","6.4%","±0.1","68,173","±4,824","1.7%","±0.1","152,840","±7,433","3.8%","±0.2","1,533,641","±23,275","12.0%","±0.2","173,636","±9,336","16.4%","±0.9","145,655","±8,618","3.0%","±0.2","10,412","±1,809","1.2%","±0.2","139,080","±9,180","2.1%","±0.1","507,089","±14,894","1.8%","±0.1","90,547","±7,336","3.0%","±0.2","49,675","±3,743","7.9%","±0.6","342,252","±12,135","4.1%","±0.1","249,624","±11,309","3.5%","±0.2","84,147","±6,172","4.6%","±0.3","213,025","±9,200","3.7%","±0.2","16,313","±2,356","2.8%","±0.4","","","",""
"        Lithuanian","1,655","±845","0.0%","±0.1","1,399","±1,182","0.2%","±0.2","9,646","±1,852","0.1%","±0.1","2,025","±901","0.1%","±0.1","50,283","±3,851","0.1%","±0.1","9,692","±1,715","0.2%","±0.1","25,045","±2,727","0.7%","±0.1","2,284","±884","0.2%","±0.1","2,139","±676","0.3%","±0.1","38,455","±4,155","0.2%","±0.1","6,734","±1,645","0.1%","±0.1","1,347","±666","0.1%","±0.1","588","±499","0.0%","±0.1","73,344","±5,273","0.6%","±0.1","14,534","±2,457","0.2%","±0.1","2,151","±539","0.1%","±0.1","1,719","±553","0.1%","±0.1","1,596","±553","0.0%","±0.1","2,020","±731","0.0%","±0.1","4,311","±1,169","0.3%","±0.1","17,689","±2,563","0.3%","±0.1","42,374","±3,018","0.6%","±0.1","30,613","±3,263","0.3%","±0.1","5,389","±1,256","0.1%","±0.1","1,083","±569","0.0%","±0.1","4,821","±1,179","0.1%","±0.1","1,470","±877","0.1%","±0.1","3,981","±1,133","0.2%","±0.1","4,452","±1,275","0.2%","±0.1","6,949","±1,681","0.5%","±0.1","33,367","±3,642","0.4%","±0.1","2,391","±899","0.1%","±0.1","41,767","±5,036","0.2%","±0.1","11,338","±1,924","0.1%","±0.1","281","±192","0.0%","±0.1","24,089","±3,456","0.2%","±0.1","1,870","±571","0.0%","±0.1","4,954","±1,136","0.1%","±0.1","70,153","±5,049","0.5%","±0.1","2,932","±1,055","0.3%","±0.1","3,918","±1,350","0.1%","±0.1","165","±183","0.0%","±0.1","5,494","±1,304","0.1%","±0.1","14,062","±2,457","0.1%","±0.1","3,433","±1,280","0.1%","±0.1","1,735","±430","0.3%","±0.1","11,892","±1,686","0.1%","±0.1","11,822","±2,571","0.2%","±0.1","1,870","±731","0.1%","±0.1","11,810","±1,808","0.2%","±0.1","875","±676","0.1%","±0.1","","","",""
"        Norwegian","15,278","±2,690","0.3%","±0.1","24,692","±3,329","3.3%","±0.5","115,879","±7,405","1.7%","±0.1","13,326","±2,371","0.4%","±0.1","377,053","±14,024","1.0%","±0.1","116,536","±6,473","2.1%","±0.1","20,987","±2,656","0.6%","±0.1","3,809","±1,000","0.4%","±0.1","3,954","±964","0.6%","±0.1","115,564","±8,649","0.6%","±0.1","39,385","±4,635","0.4%","±0.1","12,804","±2,826","0.9%","±0.2","53,444","±5,010","3.2%","±0.3","151,320","±7,635","1.2%","±0.1","38,188","±3,637","0.6%","±0.1","148,031","±6,888","4.7%","±0.2","32,628","±3,734","1.1%","±0.1","14,130","±2,315","0.3%","±0.1","11,722","±2,055","0.3%","±0.1","13,653","±2,778","1.0%","±0.2","26,189","±2,772","0.4%","±0.1","35,870","±4,209","0.5%","±0.1","77,002","±4,387","0.8%","±0.1","829,799","±11,837","15.1%","±0.2","7,926","±1,695","0.3%","±0.1","43,739","±4,047","0.7%","±0.1","91,894","±5,241","8.9%","±0.5","39,205","±3,066","2.1%","±0.2","37,826","±4,303","1.3%","±0.1","10,123","±2,044","0.8%","±0.2","43,706","±4,149","0.5%","±0.1","18,265","±2,469","0.9%","±0.1","79,672","±5,387","0.4%","±0.1","43,858","±4,351","0.4%","±0.1","187,242","±7,069","24.7%","±0.9","41,812","±3,864","0.4%","±0.1","28,560","±2,883","0.7%","±0.1","154,570","±7,157","3.8%","±0.2","40,714","±3,375","0.3%","±0.1","3,106","±811","0.3%","±0.1","18,359","±2,397","0.4%","±0.1","118,941","±5,186","13.9%","±0.6","31,843","±3,958","0.5%","±0.1","145,788","±8,006","0.5%","±0.1","69,195","±5,373","2.3%","±0.2","4,445","±901","0.7%","±0.1","50,565","±4,283","0.6%","±0.1","367,461","±13,631","5.1%","±0.2","4,624","±1,522","0.3%","±0.1","434,130","±10,968","7.5%","±0.2","23,926","±2,878","4.1%","±0.5","","","",""
"        Polish","29,442","±3,423","0.6%","±0.1","17,013","±2,698","2.3%","±0.4","157,757","±7,435","2.3%","±0.1","27,059","±3,655","0.9%","±0.1","476,538","±12,722","1.2%","±0.1","129,474","±6,073","2.4%","±0.1","266,404","±9,044","7.4%","±0.3","36,249","±3,313","3.8%","±0.4","13,417","±1,631","2.0%","±0.2","501,791","±16,773","2.5%","±0.1","103,531","±6,532","1.0%","±0.1","12,543","±2,406","0.9%","±0.2","18,733","±2,705","1.1%","±0.2","892,033","±18,654","6.9%","±0.1","203,644","±9,845","3.1%","±0.1","40,065","±3,882","1.3%","±0.1","42,361","±4,160","1.5%","±0.1","41,064","±3,850","0.9%","±0.1","22,890","±3,647","0.5%","±0.1","30,918","±3,075","2.3%","±0.2","185,209","±8,866","3.1%","±0.1","315,612","±12,602","4.6%","±0.2","823,067","±16,412","8.3%","±0.2","247,418","±9,100","4.5%","±0.2","14,226","±2,981","0.5%","±0.1","101,898","±6,449","1.7%","±0.1","18,794","±3,186","1.8%","±0.3","62,716","±5,023","3.3%","±0.3","54,704","±4,772","1.9%","±0.2","56,046","±4,649","4.2%","±0.3","492,510","±16,160","5.5%","±0.2","19,997","±2,485","1.0%","±0.1","897,754","±15,224","4.5%","±0.1","145,469","±7,930","1.4%","±0.1","19,526","±3,392","2.6%","±0.4","425,990","±12,544","3.7%","±0.1","31,686","±3,318","0.8%","±0.1","72,354","±4,953","1.8%","±0.1","820,934","±17,763","6.4%","±0.1","39,784","±4,484","3.8%","±0.4","61,949","±5,119","1.3%","±0.1","14,560","±2,369","1.7%","±0.3","69,548","±5,683","1.1%","±0.1","291,580","±13,666","1.1%","±0.1","23,229","±2,938","0.8%","±0.1","21,666","±2,348","3.5%","±0.4","156,248","±7,188","1.9%","±0.1","136,878","±7,654","1.9%","±0.1","33,313","±4,122","1.8%","±0.2","502,132","±12,123","8.7%","±0.2","11,576","±2,141","2.0%","±0.4","","","",""
"        Portuguese","2,704","±917","0.1%","±0.1","2,182","±992","0.3%","±0.1","14,572","±2,771","0.2%","±0.1","2,532","±738","0.1%","±0.1","348,832","±12,097","0.9%","±0.1","10,033","±1,469","0.2%","±0.1","50,270","±5,701","1.4%","±0.2","2,192","±1,014","0.2%","±0.1","1,493","±787","0.2%","±0.1","69,176","±6,536","0.3%","±0.1","16,400","±3,226","0.2%","±0.1","47,087","±5,416","3.3%","±0.4","7,607","±2,188","0.5%","±0.1","11,243","±2,593","0.1%","±0.1","4,434","±1,436","0.1%","±0.1","1,337","±540","0.0%","±0.1","1,844","±896","0.1%","±0.1","3,722","±1,346","0.1%","±0.1","5,534","±2,243","0.1%","±0.1","9,937","±2,222","0.7%","±0.2","12,432","±2,362","0.2%","±0.1","286,054","±12,576","4.2%","±0.2","6,510","±1,352","0.1%","±0.1","3,580","±791","0.1%","±0.1","2,816","±1,301","0.1%","±0.1","8,354","±2,155","0.1%","±0.1","1,595","±706","0.2%","±0.1","1,068","±410","0.1%","±0.1","17,797","±3,048","0.6%","±0.1","19,346","±3,376","1.5%","±0.3","83,419","±7,266","0.9%","±0.1","2,544","±1,174","0.1%","±0.1","44,840","±4,860","0.2%","±0.1","15,793","±3,186","0.2%","±0.1","443","±291","0.1%","±0.1","10,799","±2,726","0.1%","±0.1","5,150","±1,434","0.1%","±0.1","24,734","±3,868","0.6%","±0.1","19,992","±3,113","0.2%","±0.1","93,659","±7,459","8.9%","±0.7","7,466","±1,849","0.2%","±0.1","633","±438","0.1%","±0.1","5,402","±1,507","0.1%","±0.1","31,865","±5,069","0.1%","±0.1","5,322","±1,564","0.2%","±0.1","3,013","±965","0.5%","±0.2","17,130","±2,717","0.2%","±0.1","24,092","±3,529","0.3%","±0.1","796","±501","0.0%","±0.1","2,877","±974","0.0%","±0.1","495","±352","0.1%","±0.1","","","",""
